actor_id,type,name,is_part_of,is_owned_by,datasource_id
ECCC:GHGRP:10026,site,Brady Road Resource Management Facility,CA-MB,"City of Winnipeg, Water & Waste Department",ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10027,site,Brampton Assembly Plant,CA-ON,FCA Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10028,site,Brandon Generating Station,CA-MB,Manitoba Hydro,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10029,site,Brazeau Gas Plant,CA-AB,Tidewater Midstream and Infrastructure Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10030,site,Brazeau River Gas Plant,CA-AB,Keyera Corp,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10031,site,Brighton Beach Power,CA-ON,Brighton Beach Power L.P.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10032,site,Brock West Landfill,CA-ON,City of Toronto,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10033,site,Brookfield Cement Plant,CA-NS,Lafarge Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10036,site,Burnaby Refinery,CA-BC,Parkland Refining (B.C.) Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10038,site,"TransCanada Pipeline, Saskatchewan",CA-SK,TransCanada PipeLines Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10039,site,Cabot Canada Limited,CA-ON,Cabot Canada Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10040,site,Calgary Energy Centre,CA-AB,Calgary Energy Centre No. 2 Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10041,site,Island Generation,CA-BC,V.I. Power LP,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10042,site,Calstock Power Plant,CA-ON,Atlantic Power LP,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10043,site,Northern Lime Limited,CA-ON,Carmeuse Lime Canada Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10045,site,Cancarb Ltd.,CA-AB,Cancarb Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10046,site,"TransCanada Pipeline, Alberta System",CA-AB,Nova Gas Transmission Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10047,site,Cardinal Power,CA-ON,"Cardinal Power of Canada, L.P.",ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10048,site,Cariboo Pulp and Paper Company,CA-BC,Cariboo Pulp and Paper Company,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10049,site,Caribou North Comp Stn 11-08,CA-AB,Cenovus Energy Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10050,site,Dundas Operations,CA-ON,Carmeuse Lime Canada Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10051,site,Beachville Operation,CA-ON,Carmeuse Lime Canada Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10052,site,Carol Project,CA-NL,Iron Ore Company of Canada,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10053,site,Carseland Nitrogen Operations,CA-AB,Agrium Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10054,site,Carseland Power Plant,CA-AB,TransCanada Energy Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10055,site,Carseland Works,CA-AB,Orica Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10057,site,Ingredion Canada Incorporated - London Plant,CA-ON,Ingredion Canada Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10058,site,Cavalier Energy Centre,CA-AB,ENMAX Cavalier GP Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10059,site,Cavendish Farms,CA-PE,Cavendish Farms Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10060,site,Co-op Refinery Complex,CA-SK,Consumers' Co-operative Refineries Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10061,site,Centrale de Cap-aux-Meules,CA-QC,Hydro-Québec,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10064,site,Chimie Parachem s.e.c,CA-QC,Chimie Parachem s.e.c,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10065,site,Christina Lake SAGD Bitumen Battery,CA-AB,Cenovus FCCL Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10066,site,Cimenterie de Saint-Basile,CA-QC,Ciment Québec inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10067,site,Cimenterie de Saint-Constant,CA-QC,Lafarge Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10068,site,Electric Utility - Generation,CA-AB,City of Medicine Hat,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10069,site,Clover Bar Energy Centre,CA-AB,Capital Power (Alberta) Limited Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10070,site,Coal Mountain Operations,CA-BC,Teck Coal Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10071,site,Cochrane Extraction Plant,CA-AB,Inter Pipeline Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10073,site,Cold Lake,CA-AB,Imperial Oil Resources Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10074,site,Coleson Cove Generating Station,CA-NB,New Brunswick Power Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10075,site,Chatham,CA-ON,Greenfield Global Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10076,site,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,CA-QC,Rio Tinto Fer et Titane inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10079,site,Corner Brook Pulp and Paper,CA-NL,Corner Brook Pulp and Paper Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10080,site,Cory Cogeneration Station,CA-SK,Saskatchewan Power Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10082,site,Crofton Division,CA-BC,Catalyst Paper Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10085,site,Delta Plant,CA-BC,Lehigh Hanson Materials Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10086,site,ATCO Gas - Distribution System,CA-AB,ATCO Gas and Pipelines Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10088,site,Kruger Trois-Rivières S.E.C.,CA-QC,Kruger inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10089,site,Usine Kénogami,CA-QC,Produits forestiers Résolu,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10091,site,ArcelorMittal Dofasco,CA-ON,ArcelorMittal Canada MP Inc. and ArcelorMittal Canada Inc. p,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10093,site,Espanola Mill,CA-ON,Domtar Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10095,site,East Calgary Landfill,CA-AB,City of Calgary,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10096,site,East Crossfield Gas Plant 9-14-28-1W5,CA-AB,Taqa North Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10097,site,Edmonton Site,CA-AB,Celanese Canada ULC.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10098,site,Edmonton Refinery,CA-AB,Suncor Energy Products Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10099,site,Edmundston Pulp Mill,CA-NB,Twin Rivers Paper Company Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10100,site,Edson Gas Plant,CA-AB,Repsol Oil & Gas Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10101,site,Ekati Diamond Mine,CA-NT,Dominion Diamond Mines ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10103,site,Elkem Métal Chicoutimi,CA-QC,Elkem Metal Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10104,site,"Foothills Pipeline, British Columbia System",CA-BC,Foothills Pipe Lines (South B.C.) Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10105,site,Elkview Operations,CA-BC,Teck Coal Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10106,site,Elmworth Gas Plant,CA-AB,Cenovus Energy Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10107,site,Empress Gas Plant,CA-AB,Plains Midstream Canada ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10108,site,Empress 6,CA-AB,Plains Midstream Canada ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10111,site,Exshaw Plant,CA-AB,Graymont Western Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10112,site,Exshaw Cement Plant,CA-AB,Lafarge Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10113,site,Faulkner Plant,CA-MB,Graymont Western Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10114,site,Woodstock Plant,CA-ON,Federal White Cement Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10115,site,Fording River Operations,CA-BC,Teck Coal Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10117,site,Fort Nelson Gas Plant,CA-BC,NorthRiver Midstream Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10118,site,Fort Nelson Generating Station,CA-BC,British Columbia Hydro and Power Authority,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10119,site,Fort Saskatchewan,CA-AB,Sherritt International Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10120,site,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,CA-AB,TransAlta Cogeneration L.P.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10121,site,Fort Saskatchewan Nitrogen Operations,CA-AB,Agrium Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10122,site,Fort Saskatchewan Storage and Fractionation,CA-AB,Plains Midstream Canada ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10125,site,Fort Saskatchewan EOEG,CA-AB,MEGlobal Canada ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10126,site,Gathering,CA-BC,NorthRiver Midstream Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10127,site,Genesee Thermal Generating Station,CA-AB,Capital Power Generation Services Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10128,site,"Gerdau Ameristeel Corporation, Whitby Mill",CA-ON,Gerdau Ameristeel Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10130,site,International Paper Canadian Pulp Holdings ULC,CA-AB,International Paper Company,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10131,site,Greenhills Operations,CA-BC,Teck Coal Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10132,site,H.R.Milner Generating Station,CA-AB,Milner Power Limited Partnership by its GP Milner Power Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10133,site,Birla Carbon Canada Ltd.,CA-ON,Birla Carbon Canada Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10135,site,Hanlan Robb Gas Plant,CA-AB,Canlin Energy Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10136,site,Harmac Pacific Operations,CA-BC,Nanaimo Forest Products Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10137,site,Harmattan Gas Processing Plant,CA-AB,AltaGas Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10138,site,Havelock Plant,CA-NB,Graymont (NB) Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10139,site,Hays Gas Plant 11-31-013-14 W4M,CA-AB,Canadian Natural Resources Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10140,site,HBMS Flin Flon Metallurgical Complex,CA-MB,Hudbay Minerals,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10141,site,Hendrickson Springs,CA-ON,Hendrickson Canada ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10142,site,Hibernia Platform,CA-NL,Hibernia Management and Development Company Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10143,site,Highvale Coal Mine,CA-AB,TransAlta Generation Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10144,site,Hinton Pulp,CA-AB,West Fraser Mills Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10145,site,Holyrood Thermal Generating Station,CA-NL,Newfoundland and Labrador Hydro,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10146,site,Howe Sound Pulp and Paper Mill,CA-BC,Howe Sound Pulp & Paper Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10147,site,Lloydminster Upgrader,CA-SK,Husky Oil Operations Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10148,site,Entreprise Indorama PTA Montréal s.e.c.,CA-QC,Entreprise Indorama PTA Montréal s.e.c.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10149,site,INVISTA (Canada) Company-Maitland Site,CA-ON,INVISTA (Canada) Company,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10150,site,EVRAZ Inc NA Canada - Regina Facilities,CA-SK,EVRAZ Inc NA Canada,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10151,site,Iroquois Falls Generating Station,CA-ON,Northland Power Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10152,site,Joffre LAO Plant,CA-AB,INEOS Canada Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10154,site,Usine de Joliette,CA-QC,CRH Canada Group Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10155,site,Judy Creek Gas Conservation Plant,CA-AB,ACCEL Energy Canada Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10157,site,Kamloops Mill (SFO),CA-BC,Domtar Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10158,site,Karr 10-10-065-02 W6M,CA-AB,Canadian Natural Resources Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10159,site,Kaybob Amalgamated Sour Gas Plant,CA-AB,Energy Transfer Canada,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10160,site,Kaybob South #3 Gas Plant,CA-AB,Energy Transfer Canada,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10161,site,Keele Valley Landfill,CA-ON,City of Toronto,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10162,site,Keephills Thermal Electric Power Generating Plant,CA-AB,TransAlta Generation Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10163,site,"TransCanada Pipeline, Ontario",CA-ON,TransCanada PipeLines Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10164,site,Kidd Metallurgical Site,CA-ON,Glencore Canada Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10165,site,Kirkland Lake Generating Station,CA-ON,Northland Power Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10168,site,"KRONOS Canada, Inc.",CA-QC,"KRONOS Canada, Inc.",ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10169,site,Kruger Wayagamack Inc.,CA-QC,Kruger Wayagamack S.E.C.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10170,site,Richmond Cement Plant,CA-BC,Lafarge Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10171,site,Bath Cement Plant,CA-ON,Lafarge Canada Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10176,site,Edmonton Plant,CA-AB,Lehigh Hanson Materials Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10177,site,Lennox Generating Station,CA-ON,Ontario Power Generation Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10178,site,Lingan Generating Station,CA-NS,Nova Scotia Power Incorporated,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10179,site,MacKay River Power Plant,CA-AB,TransCanada Energy Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10180,site,"MacKay River, In-Situ Oil Sands Plant",CA-AB,Suncor Energy Oil Sands Limited Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10181,site,Mackenzie Pulp Mill,CA-BC,Mackenzie Pulp Mill Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10182,site,Canadian Kraft Paper Industries Ltd.,CA-MB,Canadian Kraft Paper Industries Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10183,site,Usine de Marbleton,CA-QC,Graymont (QC) Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10184,site,McMahon Cogen Plant,CA-BC,NorthRiver Midstream Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10185,site,McMahon Gas Plant,CA-BC,NorthRiver Midstream Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10186,site,Meridian Cogeneration Plant,CA-SK,Meridian Limited Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10187,site,Syncrude Canada Ltd,CA-AB,Syncrude Canada Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10188,site,Mine de Mont-Wright,CA-QC,ArcelorMittal Exploitation Minière Canada s.e.n.c.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10191,site,Mississauga Lubricants Centre,CA-ON,Petro-Canada Lubricants Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10192,site,Mississauga Cement Plant,CA-ON,CRH Canada Group Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10193,site,Mohawk Street Landfill,CA-ON,The Corporation of the City of Brantford,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10195,site,Mosaic Potash Belle Plaine,CA-SK,Mosaic Canada ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10196,site,Muskeg River Cogeneration Plant,CA-AB,Heartland Generation Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10199,site,Imperial Oil Nanticoke Refinery,CA-ON,Imperial Oil,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10203,site,Nipigon Power Plant,CA-ON,Atlantic Power LP,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10204,site,Norman Wells Central Processing Facility,CA-NT,Imperial Oil Resources N.W.T. Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10206,site,NARL Refining LP,CA-NL,North Atlantic Refinery,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10207,site,Northwood Pulp Mill,CA-BC,Canfor Pulp Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10208,site,Corunna Site,CA-ON,NOVA Chemicals Corporation (Additional Profile for OBPS),ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10209,site,INEOS Styrolution,CA-ON,INEOS Styrolution Canada Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10210,site,St. Clair River Site,CA-ON,NOVA Chemicals Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10211,site,NOVA Chemicals Corporation (Joffre),CA-AB,NOVA Chemicals Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10213,site,Oshawa OEM Stamped Products and Services Operations,CA-ON,General Motors of Canada Company,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10215,site,Ottawa Health Sciences Centre (OHSC) Cogeneration Facility,CA-ON,TransAlta Cogeneration L.P.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10217,site,Usine de Thurso,CA-QC,Fortress Cellulose Spécialisée,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10219,site,CNUL Peace River Complex,CA-AB,Canadian Natural Upgrading Ltd,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10220,site,Mercer Peace River,CA-AB,Mercer Peace River Pulp Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10221,site,CEPSA Chimie Bécancour,CA-QC,CEPSA Chimie Bécancour,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10223,site,Picton  Plant,CA-ON,Lehigh Hanson Materials Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10225,site,Pine River Sour Gas Plant C-085-D,CA-BC,Canadian Natural Resources Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10226,site,Transmission Mainline - BC,CA-BC,Spectra Energy Transmission,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10227,site,Point Aconi Generating Station,CA-NS,Nova Scotia Power Incorporated,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10228,site,Point Tupper Generating Station,CA-NS,Nova Scotia Power Incorporated,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10229,site,Poplar River Power Station,CA-SK,Saskatchewan Power Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10230,site,Port Alberni Division,CA-BC,Catalyst Paper Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10231,site,Powell River Division,CA-BC,Catalyst Paper Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10232,site,Prentiss Chemical Manufacturing Facility,CA-AB,MEGlobal Canada ULC,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10234,site,Prince George Refinery,CA-BC,Tidewater Midstream and Infrastructure Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10235,site,Progress Gas Plant 01-01-078-10 W6M,CA-AB,Canadian Natural Resources Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10236,site,Queen Elizabeth Power Station,CA-SK,Saskatchewan Power Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10237,site,Quirk Creek Gas Plant,CA-AB,Caledonian Midstream,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10238,site,Raffinerie de Montreal,CA-QC,Suncor Energy Products Partnership,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10239,site,Raffinerie Jean-Gaulin,CA-QC,Valero Energy Inc.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10240,site,Mine Raglan,CA-QC,Glencore Canada Corporation,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10241,site,Rainbow Lake Cogeneration Power Plant (Units 4-5),CA-AB,Heartland Generation Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10243,site,Ram River Sour Gas Plant,CA-AB,Tidewater Midstream and Infrastructure Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10244,site,"TransCanada Pipeline, Manitoba",CA-MB,TransCanada PipeLines Limited,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10246,site,Redwater Cogeneration Plant,CA-AB,TransCanada Energy Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10247,site,Irving Oil Refinery,CA-NB,Irving Oil Refining G.P.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10248,site,"Foothills Pipeline, Saskatchewan",CA-SK,Foothills Pipe Lines Ltd.,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10249,site,Rimbey Gas Plant,CA-AB,Keyera Corp,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10250,site,Sarnia Chemical Plant,CA-ON,Imperial Oil,ECCC:GHGRP_facilities:2022-04-14
