emissions_id,actor_id,year,total_emissions,methodology_id,datasource_id
ECCC:GHGRP:10058:2020,ECCC:GHGRP:10058,2020,243080,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10059:2020,ECCC:GHGRP:10059,2020,76690,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10059:2020,ECCC:GHGRP:12290,2020,76690,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10061:2020,ECCC:GHGRP:10061,2020,133400,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10064:2020,ECCC:GHGRP:10064,2020,193270,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10066:2020,ECCC:GHGRP:10066,2020,692210,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10067:2020,ECCC:GHGRP:10067,2020,571000,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10068:2020,ECCC:GHGRP:10068,2020,458110,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10069:2020,ECCC:GHGRP:10069,2020,246080,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10070:2020,ECCC:GHGRP:10070,2020,1850,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10071:2020,ECCC:GHGRP:10071,2020,531170,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10074:2020,ECCC:GHGRP:10074,2020,119580,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10075:2020,ECCC:GHGRP:10075,2020,143350,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10076:2020,ECCC:GHGRP:10076,2020,926200,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10079:2020,ECCC:GHGRP:10079,2020,41460,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10080:2020,ECCC:GHGRP:10080,2020,444020,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10082:2020,ECCC:GHGRP:10082,2020,165060,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10085:2020,ECCC:GHGRP:10085,2020,742770,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10086:2020,ECCC:GHGRP:10086,2020,147760,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10088:2020,ECCC:GHGRP:10088,2020,108040,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10089:2020,ECCC:GHGRP:10089,2020,31400,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10093:2020,ECCC:GHGRP:10093,2020,221410,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10095:2020,ECCC:GHGRP:10095,2020,36890,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10096:2020,ECCC:GHGRP:10096,2020,106530,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10097:2020,ECCC:GHGRP:10097,2020,25700,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10099:2020,ECCC:GHGRP:10099,2020,28570,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10100:2020,ECCC:GHGRP:10100,2020,193700,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10101:2020,ECCC:GHGRP:10101,2020,82210,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10103:2020,ECCC:GHGRP:10103,2020,116810,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10104:2020,ECCC:GHGRP:10104,2020,414200,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10105:2020,ECCC:GHGRP:10105,2020,446170,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10106:2020,ECCC:GHGRP:10106,2020,196190,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10107:2020,ECCC:GHGRP:10107,2020,56140,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10108:2020,ECCC:GHGRP:10108,2020,234440,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10111:2020,ECCC:GHGRP:10111,2020,157060,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10112:2020,ECCC:GHGRP:10112,2020,925200,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10113:2020,ECCC:GHGRP:10113,2020,104090,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10114:2020,ECCC:GHGRP:10114,2020,382390,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10115:2020,ECCC:GHGRP:10115,2020,654690,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10117:2020,ECCC:GHGRP:10117,2020,436350,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10118:2020,ECCC:GHGRP:10118,2020,160080,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10119:2020,ECCC:GHGRP:10119,2020,314810,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10120:2020,ECCC:GHGRP:10120,2020,430460,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10121:2020,ECCC:GHGRP:10121,2020,656100,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10122:2020,ECCC:GHGRP:10122,2020,104300,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10125:2020,ECCC:GHGRP:10125,2020,58740,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10126:2020,ECCC:GHGRP:10126,2020,96660,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10128:2020,ECCC:GHGRP:10128,2020,123540,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10130:2020,ECCC:GHGRP:10130,2020,170120,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10131:2020,ECCC:GHGRP:10131,2020,384040,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10132:2020,ECCC:GHGRP:10132,2020,39500,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10133:2020,ECCC:GHGRP:10133,2020,169700,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10135:2020,ECCC:GHGRP:10135,2020,149010,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10136:2020,ECCC:GHGRP:10136,2020,137880,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10137:2020,ECCC:GHGRP:10137,2020,379240,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10138:2020,ECCC:GHGRP:10138,2020,54990,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10139:2020,ECCC:GHGRP:10139,2020,36620,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10140:2020,ECCC:GHGRP:10140,2020,29560,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10141:2020,ECCC:GHGRP:10141,2020,9390,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10142:2020,ECCC:GHGRP:10142,2020,566780,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10143:2020,ECCC:GHGRP:10143,2020,35020,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10144:2020,ECCC:GHGRP:10144,2020,192650,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10145:2020,ECCC:GHGRP:10145,2020,845630,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10146:2020,ECCC:GHGRP:10146,2020,111150,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10148:2020,ECCC:GHGRP:10148,2020,105660,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10149:2020,ECCC:GHGRP:10149,2020,84290,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10150:2020,ECCC:GHGRP:10150,2020,193990,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10151:2020,ECCC:GHGRP:10151,2020,3910,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10152:2020,ECCC:GHGRP:10152,2020,142830,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10154:2020,ECCC:GHGRP:10154,2020,638010,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10155:2020,ECCC:GHGRP:10155,2020,53770,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10157:2020,ECCC:GHGRP:10157,2020,104680,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10158:2020,ECCC:GHGRP:10158,2020,86350,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10159:2020,ECCC:GHGRP:10159,2020,190800,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10160:2020,ECCC:GHGRP:10160,2020,294830,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10161:2020,ECCC:GHGRP:10161,2020,273880,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10163:2020,ECCC:GHGRP:10163,2020,683060,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10164:2020,ECCC:GHGRP:10164,2020,35800,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10165:2020,ECCC:GHGRP:10165,2020,258529,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10168:2020,ECCC:GHGRP:10168,2020,177670,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10169:2020,ECCC:GHGRP:10169,2020,72860,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10170:2020,ECCC:GHGRP:10170,2020,501900,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10171:2020,ECCC:GHGRP:10171,2020,695720,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10176:2020,ECCC:GHGRP:10176,2020,484040,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10177:2020,ECCC:GHGRP:10177,2020,66790,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10179:2020,ECCC:GHGRP:10179,2020,594850,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10180:2020,ECCC:GHGRP:10180,2020,261600,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10181:2020,ECCC:GHGRP:10181,2020,80820,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10182:2020,ECCC:GHGRP:10182,2020,77480,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10183:2020,ECCC:GHGRP:10183,2020,165510,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10184:2020,ECCC:GHGRP:10184,2020,478530,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10185:2020,ECCC:GHGRP:10185,2020,144310,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10186:2020,ECCC:GHGRP:10186,2020,869760,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10188:2020,ECCC:GHGRP:10188,2020,293170,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10191:2020,ECCC:GHGRP:10191,2020,407380,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10192:2020,ECCC:GHGRP:10192,2020,893600,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10193:2020,ECCC:GHGRP:10193,2020,115110,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10195:2020,ECCC:GHGRP:10195,2020,671640,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10203:2020,ECCC:GHGRP:10203,2020,2160,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10204:2020,ECCC:GHGRP:10204,2020,64340,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10206:2020,ECCC:GHGRP:10206,2020,302480,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10207:2020,ECCC:GHGRP:10207,2020,231300,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10208:2020,ECCC:GHGRP:10208,2020,950560,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10209:2020,ECCC:GHGRP:10209,2020,128190,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10210:2020,ECCC:GHGRP:10210,2020,64440,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10213:2020,ECCC:GHGRP:10213,2020,37400,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10215:2020,ECCC:GHGRP:10215,2020,30410,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10217:2020,ECCC:GHGRP:10217,2020,11510,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10219:2020,ECCC:GHGRP:10219,2020,224450,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10220:2020,ECCC:GHGRP:10220,2020,169010,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10221:2020,ECCC:GHGRP:10221,2020,83640,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10223:2020,ECCC:GHGRP:10223,2020,638710,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10225:2020,ECCC:GHGRP:10225,2020,304730,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10228:2020,ECCC:GHGRP:10228,2020,538440,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10230:2020,ECCC:GHGRP:10230,2020,28770,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10231:2020,ECCC:GHGRP:10231,2020,38410,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10232:2020,ECCC:GHGRP:10232,2020,123630,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10234:2020,ECCC:GHGRP:10234,2020,143370,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10235:2020,ECCC:GHGRP:10235,2020,29890,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10237:2020,ECCC:GHGRP:10237,2020,85850,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10240:2020,ECCC:GHGRP:10240,2020,138100,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10241:2020,ECCC:GHGRP:10241,2020,247010,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10243:2020,ECCC:GHGRP:10243,2020,325670,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10244:2020,ECCC:GHGRP:10244,2020,230710,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10246:2020,ECCC:GHGRP:10246,2020,205490,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10248:2020,ECCC:GHGRP:10248,2020,160230,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10249:2020,ECCC:GHGRP:10249,2020,378990,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10250:2020,ECCC:GHGRP:10250,2020,260700,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10251:2020,ECCC:GHGRP:10251,2020,411790,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10252:2020,ECCC:GHGRP:10252,2020,171890,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10253:2020,ECCC:GHGRP:10253,2020,680060,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10254:2020,ECCC:GHGRP:10254,2020,763250,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10257:2020,ECCC:GHGRP:10257,2020,300180,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10258:2020,ECCC:GHGRP:10258,2020,79630,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10259:2020,ECCC:GHGRP:10259,2020,551470,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10260:2020,ECCC:GHGRP:10260,2020,353640,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10261:2020,ECCC:GHGRP:10261,2020,485580,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10263:2020,ECCC:GHGRP:10263,2020,102500,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10267:2020,ECCC:GHGRP:10267,2020,308770,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10268:2020,ECCC:GHGRP:10268,2020,206810,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10271:2020,ECCC:GHGRP:10271,2020,678940,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10272:2020,ECCC:GHGRP:10272,2020,180530,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10274:2020,ECCC:GHGRP:10274,2020,528360,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10275:2020,ECCC:GHGRP:10275,2020,294410,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10277:2020,ECCC:GHGRP:10277,2020,114830,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10279:2020,ECCC:GHGRP:10279,2020,72470,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
ECCC:GHGRP:10283:2020,ECCC:GHGRP:10283,2020,696250,ECCC:GHGRP:methodology,ECCC:GHGRP_facilities:2022-04-14
