actor_id,year,population,datasource_id
AL-01,2000,196000,OEF:WB:subnational-population:20221106
AL-01,2001,191000,OEF:WB:subnational-population:20221106
AL-01,2002,187000,OEF:WB:subnational-population:20221106
AL-01,2003,183000,OEF:WB:subnational-population:20221106
AL-01,2004,179000,OEF:WB:subnational-population:20221106
AL-01,2005,175000,OEF:WB:subnational-population:20221106
AL-01,2006,170000,OEF:WB:subnational-population:20221106
AL-01,2007,165000,OEF:WB:subnational-population:20221106
AL-01,2008,160000,OEF:WB:subnational-population:20221106
AL-01,2009,155000,OEF:WB:subnational-population:20221106
AL-01,2010,151000,OEF:WB:subnational-population:20221106
AL-01,2011,148000,OEF:WB:subnational-population:20221106
AL-01,2012,146000,OEF:WB:subnational-population:20221106
AL-01,2013,145000,OEF:WB:subnational-population:20221106
AL-01,2014,143000,OEF:WB:subnational-population:20221106
AL-01,2015,141000,OEF:WB:subnational-population:20221106
AL-01,2016,139000,OEF:WB:subnational-population:20221106
AL-04,2000,387000,OEF:WB:subnational-population:20221106
AL-04,2001,380000,OEF:WB:subnational-population:20221106
AL-04,2002,375000,OEF:WB:subnational-population:20221106
AL-04,2003,371000,OEF:WB:subnational-population:20221106
AL-04,2004,365000,OEF:WB:subnational-population:20221106
AL-04,2005,359000,OEF:WB:subnational-population:20221106
AL-04,2006,353000,OEF:WB:subnational-population:20221106
AL-04,2007,346000,OEF:WB:subnational-population:20221106
AL-04,2008,340000,OEF:WB:subnational-population:20221106
AL-04,2009,333000,OEF:WB:subnational-population:20221106
AL-04,2010,328000,OEF:WB:subnational-population:20221106
AL-04,2011,323000,OEF:WB:subnational-population:20221106
AL-04,2012,319000,OEF:WB:subnational-population:20221106
AL-04,2013,318000,OEF:WB:subnational-population:20221106
AL-04,2014,314000,OEF:WB:subnational-population:20221106
AL-04,2015,311000,OEF:WB:subnational-population:20221106
AL-04,2016,308000,OEF:WB:subnational-population:20221106
DZ-01,2000,340000,OEF:WB:subnational-population:20221106
DZ-01,2001,348000,OEF:WB:subnational-population:20221106
DZ-01,2002,356000,OEF:WB:subnational-population:20221106
DZ-01,2003,364000,OEF:WB:subnational-population:20221106
DZ-01,2004,372000,OEF:WB:subnational-population:20221106
DZ-01,2005,381000,OEF:WB:subnational-population:20221106
DZ-01,2006,390000,OEF:WB:subnational-population:20221106
DZ-01,2007,399000,OEF:WB:subnational-population:20221106
DZ-01,2008,410000,OEF:WB:subnational-population:20221106
DZ-01,2009,420000,OEF:WB:subnational-population:20221106
DZ-01,2010,432000,OEF:WB:subnational-population:20221106
DZ-01,2011,444000,OEF:WB:subnational-population:20221106
DZ-01,2012,457000,OEF:WB:subnational-population:20221106
DZ-01,2013,471000,OEF:WB:subnational-population:20221106
DZ-01,2014,485000,OEF:WB:subnational-population:20221106
DZ-01,2015,498000,OEF:WB:subnational-population:20221106
DZ-01,2016,512000,OEF:WB:subnational-population:20221106
DZ-23,2000,590000,OEF:WB:subnational-population:20221106
DZ-23,2001,593000,OEF:WB:subnational-population:20221106
DZ-23,2002,596000,OEF:WB:subnational-population:20221106
DZ-23,2003,600000,OEF:WB:subnational-population:20221106
DZ-23,2004,604000,OEF:WB:subnational-population:20221106
DZ-23,2005,608000,OEF:WB:subnational-population:20221106
DZ-23,2006,612000,OEF:WB:subnational-population:20221106
DZ-23,2007,617000,OEF:WB:subnational-population:20221106
DZ-23,2008,623000,OEF:WB:subnational-population:20221106
DZ-23,2009,629000,OEF:WB:subnational-population:20221106
DZ-23,2010,636000,OEF:WB:subnational-population:20221106
DZ-23,2011,643000,OEF:WB:subnational-population:20221106
DZ-23,2012,651000,OEF:WB:subnational-population:20221106
DZ-23,2013,660000,OEF:WB:subnational-population:20221106
DZ-23,2014,668000,OEF:WB:subnational-population:20221106
DZ-23,2015,676000,OEF:WB:subnational-population:20221106
DZ-23,2016,683000,OEF:WB:subnational-population:20221106
DZ-07,2000,626000,OEF:WB:subnational-population:20221106
DZ-07,2001,639000,OEF:WB:subnational-population:20221106
DZ-07,2002,651000,OEF:WB:subnational-population:20221106
DZ-07,2003,664000,OEF:WB:subnational-population:20221106
DZ-07,2004,677000,OEF:WB:subnational-population:20221106
DZ-07,2005,692000,OEF:WB:subnational-population:20221106
DZ-07,2006,706000,OEF:WB:subnational-population:20221106
DZ-07,2007,722000,OEF:WB:subnational-population:20221106
DZ-07,2008,739000,OEF:WB:subnational-population:20221106
DZ-07,2009,757000,OEF:WB:subnational-population:20221106
DZ-07,2010,776000,OEF:WB:subnational-population:20221106
DZ-07,2011,796000,OEF:WB:subnational-population:20221106
DZ-07,2012,817000,OEF:WB:subnational-population:20221106
DZ-07,2013,839000,OEF:WB:subnational-population:20221106
DZ-07,2014,862000,OEF:WB:subnational-population:20221106
DZ-07,2015,884000,OEF:WB:subnational-population:20221106
DZ-07,2016,906000,OEF:WB:subnational-population:20221106
DZ-25,2000,867000,OEF:WB:subnational-population:20221106
DZ-25,2001,878000,OEF:WB:subnational-population:20221106
DZ-25,2002,888000,OEF:WB:subnational-population:20221106
DZ-25,2003,898000,OEF:WB:subnational-population:20221106
DZ-25,2004,909000,OEF:WB:subnational-population:20221106
DZ-25,2005,920000,OEF:WB:subnational-population:20221106
DZ-25,2006,933000,OEF:WB:subnational-population:20221106
DZ-25,2007,946000,OEF:WB:subnational-population:20221106
DZ-25,2008,960000,OEF:WB:subnational-population:20221106
DZ-25,2009,975000,OEF:WB:subnational-population:20221106
DZ-25,2010,991000,OEF:WB:subnational-population:20221106
DZ-25,2011,1009000,OEF:WB:subnational-population:20221106
DZ-25,2012,1028000,OEF:WB:subnational-population:20221106
DZ-25,2013,1047000,OEF:WB:subnational-population:20221106
DZ-25,2014,1066000,OEF:WB:subnational-population:20221106
DZ-25,2015,1085000,OEF:WB:subnational-population:20221106
DZ-25,2016,1103000,OEF:WB:subnational-population:20221106
DZ-32,2000,186000,OEF:WB:subnational-population:20221106
DZ-32,2001,192000,OEF:WB:subnational-population:20221106
DZ-32,2002,197000,OEF:WB:subnational-population:20221106
DZ-32,2003,203000,OEF:WB:subnational-population:20221106
DZ-32,2004,208000,OEF:WB:subnational-population:20221106
DZ-32,2005,214000,OEF:WB:subnational-population:20221106
DZ-32,2006,221000,OEF:WB:subnational-population:20221106
DZ-32,2007,227000,OEF:WB:subnational-population:20221106
DZ-32,2008,235000,OEF:WB:subnational-population:20221106
DZ-32,2009,242000,OEF:WB:subnational-population:20221106
DZ-32,2010,250000,OEF:WB:subnational-population:20221106
DZ-32,2011,259000,OEF:WB:subnational-population:20221106
DZ-32,2012,268000,OEF:WB:subnational-population:20221106
DZ-32,2013,277000,OEF:WB:subnational-population:20221106
DZ-32,2014,287000,OEF:WB:subnational-population:20221106
DZ-32,2015,297000,OEF:WB:subnational-population:20221106
DZ-32,2016,306000,OEF:WB:subnational-population:20221106
DZ-24,2000,457000,OEF:WB:subnational-population:20221106
DZ-24,2001,461000,OEF:WB:subnational-population:20221106
DZ-24,2002,465000,OEF:WB:subnational-population:20221106
DZ-24,2003,469000,OEF:WB:subnational-population:20221106
DZ-24,2004,473000,OEF:WB:subnational-population:20221106
DZ-24,2005,477000,OEF:WB:subnational-population:20221106
DZ-24,2006,482000,OEF:WB:subnational-population:20221106
DZ-24,2007,487000,OEF:WB:subnational-population:20221106
DZ-24,2008,493000,OEF:WB:subnational-population:20221106
DZ-24,2009,499000,OEF:WB:subnational-population:20221106
DZ-24,2010,506000,OEF:WB:subnational-population:20221106
DZ-24,2011,513000,OEF:WB:subnational-population:20221106
DZ-24,2012,521000,OEF:WB:subnational-population:20221106
DZ-24,2013,530000,OEF:WB:subnational-population:20221106
DZ-24,2014,538000,OEF:WB:subnational-population:20221106
DZ-24,2015,545000,OEF:WB:subnational-population:20221106
DZ-24,2016,553000,OEF:WB:subnational-population:20221106
DZ-18,2000,608000,OEF:WB:subnational-population:20221106
DZ-18,2001,613000,OEF:WB:subnational-population:20221106
DZ-18,2002,617000,OEF:WB:subnational-population:20221106
DZ-18,2003,622000,OEF:WB:subnational-population:20221106
DZ-18,2004,627000,OEF:WB:subnational-population:20221106
DZ-18,2005,632000,OEF:WB:subnational-population:20221106
DZ-18,2006,638000,OEF:WB:subnational-population:20221106
DZ-18,2007,644000,OEF:WB:subnational-population:20221106
DZ-18,2008,651000,OEF:WB:subnational-population:20221106
DZ-18,2009,658000,OEF:WB:subnational-population:20221106
DZ-18,2010,667000,OEF:WB:subnational-population:20221106
DZ-18,2011,676000,OEF:WB:subnational-population:20221106
DZ-18,2012,686000,OEF:WB:subnational-population:20221106
DZ-18,2013,696000,OEF:WB:subnational-population:20221106
DZ-18,2014,705000,OEF:WB:subnational-population:20221106
DZ-18,2015,715000,OEF:WB:subnational-population:20221106
DZ-18,2016,724000,OEF:WB:subnational-population:20221106
DZ-03,2000,355000,OEF:WB:subnational-population:20221106
DZ-03,2001,367000,OEF:WB:subnational-population:20221106
DZ-03,2002,379000,OEF:WB:subnational-population:20221106
DZ-03,2003,392000,OEF:WB:subnational-population:20221106
DZ-03,2004,406000,OEF:WB:subnational-population:20221106
DZ-03,2005,420000,OEF:WB:subnational-population:20221106
DZ-03,2006,435000,OEF:WB:subnational-population:20221106
DZ-03,2007,451000,OEF:WB:subnational-population:20221106
DZ-03,2008,468000,OEF:WB:subnational-population:20221106
DZ-03,2009,486000,OEF:WB:subnational-population:20221106
DZ-03,2010,505000,OEF:WB:subnational-population:20221106
DZ-03,2011,525000,OEF:WB:subnational-population:20221106
DZ-03,2012,547000,OEF:WB:subnational-population:20221106
DZ-03,2013,570000,OEF:WB:subnational-population:20221106
DZ-03,2014,593000,OEF:WB:subnational-population:20221106
DZ-03,2015,617000,OEF:WB:subnational-population:20221106
DZ-03,2016,641000,OEF:WB:subnational-population:20221106
DZ-29,2000,723000,OEF:WB:subnational-population:20221106
DZ-29,2001,732000,OEF:WB:subnational-population:20221106
DZ-29,2002,741000,OEF:WB:subnational-population:20221106
DZ-29,2003,750000,OEF:WB:subnational-population:20221106
DZ-29,2004,759000,OEF:WB:subnational-population:20221106
DZ-29,2005,768000,OEF:WB:subnational-population:20221106
DZ-29,2006,779000,OEF:WB:subnational-population:20221106
DZ-29,2007,790000,OEF:WB:subnational-population:20221106
DZ-29,2008,802000,OEF:WB:subnational-population:20221106
DZ-29,2009,815000,OEF:WB:subnational-population:20221106
DZ-29,2010,829000,OEF:WB:subnational-population:20221106
DZ-29,2011,843000,OEF:WB:subnational-population:20221106
DZ-29,2012,859000,OEF:WB:subnational-population:20221106
DZ-29,2013,876000,OEF:WB:subnational-population:20221106
DZ-29,2014,892000,OEF:WB:subnational-population:20221106
DZ-29,2015,908000,OEF:WB:subnational-population:20221106
DZ-29,2016,923000,OEF:WB:subnational-population:20221106
DZ-43,2000,719000,OEF:WB:subnational-population:20221106
DZ-43,2001,726000,OEF:WB:subnational-population:20221106
DZ-43,2002,733000,OEF:WB:subnational-population:20221106
DZ-43,2003,740000,OEF:WB:subnational-population:20221106
DZ-43,2004,748000,OEF:WB:subnational-population:20221106
DZ-43,2005,756000,OEF:WB:subnational-population:20221106
DZ-43,2006,765000,OEF:WB:subnational-population:20221106
DZ-43,2007,774000,OEF:WB:subnational-population:20221106
DZ-43,2008,784000,OEF:WB:subnational-population:20221106
DZ-43,2009,795000,OEF:WB:subnational-population:20221106
DZ-43,2010,807000,OEF:WB:subnational-population:20221106
DZ-43,2011,820000,OEF:WB:subnational-population:20221106
DZ-43,2012,834000,OEF:WB:subnational-population:20221106
DZ-43,2013,848000,OEF:WB:subnational-population:20221106
DZ-43,2014,862000,OEF:WB:subnational-population:20221106
DZ-43,2015,875000,OEF:WB:subnational-population:20221106
DZ-43,2016,888000,OEF:WB:subnational-population:20221106
DZ-45,2000,144000,OEF:WB:subnational-population:20221106
DZ-45,2001,150000,OEF:WB:subnational-population:20221106
DZ-45,2002,156000,OEF:WB:subnational-population:20221106
DZ-45,2003,162000,OEF:WB:subnational-population:20221106
DZ-45,2004,168000,OEF:WB:subnational-population:20221106
DZ-45,2005,175000,OEF:WB:subnational-population:20221106
DZ-45,2006,182000,OEF:WB:subnational-population:20221106
DZ-45,2007,190000,OEF:WB:subnational-population:20221106
DZ-45,2008,198000,OEF:WB:subnational-population:20221106
DZ-45,2009,207000,OEF:WB:subnational-population:20221106
DZ-45,2010,216000,OEF:WB:subnational-population:20221106
DZ-45,2011,226000,OEF:WB:subnational-population:20221106
DZ-45,2012,237000,OEF:WB:subnational-population:20221106
DZ-45,2013,248000,OEF:WB:subnational-population:20221106
DZ-45,2014,260000,OEF:WB:subnational-population:20221106
DZ-45,2015,272000,OEF:WB:subnational-population:20221106
DZ-45,2016,284000,OEF:WB:subnational-population:20221106
DZ-30,2000,484000,OEF:WB:subnational-population:20221106
DZ-30,2001,494000,OEF:WB:subnational-population:20221106
DZ-30,2002,504000,OEF:WB:subnational-population:20221106
DZ-30,2003,514000,OEF:WB:subnational-population:20221106
DZ-30,2004,524000,OEF:WB:subnational-population:20221106
DZ-30,2005,535000,OEF:WB:subnational-population:20221106
DZ-30,2006,547000,OEF:WB:subnational-population:20221106
DZ-30,2007,559000,OEF:WB:subnational-population:20221106
DZ-30,2008,572000,OEF:WB:subnational-population:20221106
DZ-30,2009,586000,OEF:WB:subnational-population:20221106
DZ-30,2010,601000,OEF:WB:subnational-population:20221106
DZ-30,2011,616000,OEF:WB:subnational-population:20221106
DZ-30,2012,633000,OEF:WB:subnational-population:20221106
DZ-30,2013,650000,OEF:WB:subnational-population:20221106
DZ-30,2014,667000,OEF:WB:subnational-population:20221106
DZ-30,2015,685000,OEF:WB:subnational-population:20221106
DZ-30,2016,702000,OEF:WB:subnational-population:20221106
DZ-48,2000,683000,OEF:WB:subnational-population:20221106
DZ-48,2001,690000,OEF:WB:subnational-population:20221106
DZ-48,2002,696000,OEF:WB:subnational-population:20221106
DZ-48,2003,703000,OEF:WB:subnational-population:20221106
DZ-48,2004,710000,OEF:WB:subnational-population:20221106
DZ-48,2005,717000,OEF:WB:subnational-population:20221106
DZ-48,2006,725000,OEF:WB:subnational-population:20221106
DZ-48,2007,733000,OEF:WB:subnational-population:20221106
DZ-48,2008,742000,OEF:WB:subnational-population:20221106
DZ-48,2009,752000,OEF:WB:subnational-population:20221106
DZ-48,2010,763000,OEF:WB:subnational-population:20221106
DZ-48,2011,775000,OEF:WB:subnational-population:20221106
DZ-48,2012,787000,OEF:WB:subnational-population:20221106
DZ-48,2013,800000,OEF:WB:subnational-population:20221106
DZ-48,2014,813000,OEF:WB:subnational-population:20221106
DZ-48,2015,826000,OEF:WB:subnational-population:20221106
DZ-48,2016,837000,OEF:WB:subnational-population:20221106
DZ-21,2000,839000,OEF:WB:subnational-population:20221106
DZ-21,2001,848000,OEF:WB:subnational-population:20221106
DZ-21,2002,856000,OEF:WB:subnational-population:20221106
DZ-21,2003,865000,OEF:WB:subnational-population:20221106
DZ-21,2004,874000,OEF:WB:subnational-population:20221106
DZ-21,2005,884000,OEF:WB:subnational-population:20221106
DZ-21,2006,895000,OEF:WB:subnational-population:20221106
DZ-21,2007,906000,OEF:WB:subnational-population:20221106
DZ-21,2008,919000,OEF:WB:subnational-population:20221106
DZ-21,2009,932000,OEF:WB:subnational-population:20221106
DZ-21,2010,947000,OEF:WB:subnational-population:20221106
DZ-21,2011,962000,OEF:WB:subnational-population:20221106
DZ-21,2012,979000,OEF:WB:subnational-population:20221106
DZ-21,2013,996000,OEF:WB:subnational-population:20221106
DZ-21,2014,1013000,OEF:WB:subnational-population:20221106
DZ-21,2015,1030000,OEF:WB:subnational-population:20221106
DZ-21,2016,1045000,OEF:WB:subnational-population:20221106
DZ-11,2000,150000,OEF:WB:subnational-population:20221106
DZ-11,2001,153000,OEF:WB:subnational-population:20221106
DZ-11,2002,157000,OEF:WB:subnational-population:20221106
DZ-11,2003,160000,OEF:WB:subnational-population:20221106
DZ-11,2004,164000,OEF:WB:subnational-population:20221106
DZ-11,2005,168000,OEF:WB:subnational-population:20221106
DZ-11,2006,172000,OEF:WB:subnational-population:20221106
DZ-11,2007,176000,OEF:WB:subnational-population:20221106
DZ-11,2008,181000,OEF:WB:subnational-population:20221106
DZ-11,2009,186000,OEF:WB:subnational-population:20221106
DZ-11,2010,191000,OEF:WB:subnational-population:20221106
DZ-11,2011,197000,OEF:WB:subnational-population:20221106
DZ-11,2012,202000,OEF:WB:subnational-population:20221106
DZ-11,2013,209000,OEF:WB:subnational-population:20221106
DZ-11,2014,215000,OEF:WB:subnational-population:20221106
DZ-11,2015,221000,OEF:WB:subnational-population:20221106
DZ-11,2016,227000,OEF:WB:subnational-population:20221106
DZ-14,2000,777000,OEF:WB:subnational-population:20221106
DZ-14,2001,787000,OEF:WB:subnational-population:20221106
DZ-14,2002,797000,OEF:WB:subnational-population:20221106
DZ-14,2003,807000,OEF:WB:subnational-population:20221106
DZ-14,2004,817000,OEF:WB:subnational-population:20221106
DZ-14,2005,828000,OEF:WB:subnational-population:20221106
DZ-14,2006,840000,OEF:WB:subnational-population:20221106
DZ-14,2007,853000,OEF:WB:subnational-population:20221106
DZ-14,2008,866000,OEF:WB:subnational-population:20221106
DZ-14,2009,881000,OEF:WB:subnational-population:20221106
DZ-14,2010,896000,OEF:WB:subnational-population:20221106
DZ-14,2011,913000,OEF:WB:subnational-population:20221106
DZ-14,2012,931000,OEF:WB:subnational-population:20221106
DZ-14,2013,949000,OEF:WB:subnational-population:20221106
DZ-14,2014,967000,OEF:WB:subnational-population:20221106
DZ-14,2015,985000,OEF:WB:subnational-population:20221106
DZ-14,2016,1002000,OEF:WB:subnational-population:20221106
DZ-42,2000,542000,OEF:WB:subnational-population:20221106
DZ-42,2001,549000,OEF:WB:subnational-population:20221106
DZ-42,2002,556000,OEF:WB:subnational-population:20221106
DZ-42,2003,563000,OEF:WB:subnational-population:20221106
DZ-42,2004,570000,OEF:WB:subnational-population:20221106
DZ-42,2005,578000,OEF:WB:subnational-population:20221106
DZ-42,2006,586000,OEF:WB:subnational-population:20221106
DZ-42,2007,595000,OEF:WB:subnational-population:20221106
DZ-42,2008,604000,OEF:WB:subnational-population:20221106
DZ-42,2009,615000,OEF:WB:subnational-population:20221106
DZ-42,2010,626000,OEF:WB:subnational-population:20221106
DZ-42,2011,637000,OEF:WB:subnational-population:20221106
DZ-42,2012,650000,OEF:WB:subnational-population:20221106
DZ-42,2013,663000,OEF:WB:subnational-population:20221106
DZ-42,2014,675000,OEF:WB:subnational-population:20221106
DZ-42,2015,688000,OEF:WB:subnational-population:20221106
DZ-42,2016,700000,OEF:WB:subnational-population:20221106
DZ-15,2000,1155000,OEF:WB:subnational-population:20221106
DZ-15,2001,1153000,OEF:WB:subnational-population:20221106
DZ-15,2002,1151000,OEF:WB:subnational-population:20221106
DZ-15,2003,1149000,OEF:WB:subnational-population:20221106
DZ-15,2004,1148000,OEF:WB:subnational-population:20221106
DZ-15,2005,1147000,OEF:WB:subnational-population:20221106
DZ-15,2006,1147000,OEF:WB:subnational-population:20221106
DZ-15,2007,1148000,OEF:WB:subnational-population:20221106
DZ-15,2008,1150000,OEF:WB:subnational-population:20221106
DZ-15,2009,1153000,OEF:WB:subnational-population:20221106
DZ-15,2010,1157000,OEF:WB:subnational-population:20221106
DZ-15,2011,1163000,OEF:WB:subnational-population:20221106
DZ-15,2012,1169000,OEF:WB:subnational-population:20221106
DZ-15,2013,1175000,OEF:WB:subnational-population:20221106
DZ-15,2014,1181000,OEF:WB:subnational-population:20221106
DZ-15,2015,1186000,OEF:WB:subnational-population:20221106
DZ-15,2016,1190000,OEF:WB:subnational-population:20221106
AO-BGO,2000,237000,OEF:WB:subnational-population:20221106
AO-BGO,2001,245000,OEF:WB:subnational-population:20221106
AO-BGO,2002,253000,OEF:WB:subnational-population:20221106
AO-BGO,2003,262000,OEF:WB:subnational-population:20221106
AO-BGO,2004,272000,OEF:WB:subnational-population:20221106
AO-BGO,2005,282000,OEF:WB:subnational-population:20221106
AO-BGO,2006,292000,OEF:WB:subnational-population:20221106
AO-BGO,2007,303000,OEF:WB:subnational-population:20221106
AO-BGO,2008,314000,OEF:WB:subnational-population:20221106
AO-BGO,2009,325000,OEF:WB:subnational-population:20221106
AO-BGO,2010,337000,OEF:WB:subnational-population:20221106
AO-BGO,2011,349000,OEF:WB:subnational-population:20221106
AO-BGO,2012,362000,OEF:WB:subnational-population:20221106
AO-BGO,2013,375000,OEF:WB:subnational-population:20221106
AO-BGO,2014,388000,OEF:WB:subnational-population:20221106
AO-BGO,2015,402000,OEF:WB:subnational-population:20221106
AO-BGO,2016,415000,OEF:WB:subnational-population:20221106
AO-CCU,2000,344000,OEF:WB:subnational-population:20221106
AO-CCU,2001,355000,OEF:WB:subnational-population:20221106
AO-CCU,2002,368000,OEF:WB:subnational-population:20221106
AO-CCU,2003,381000,OEF:WB:subnational-population:20221106
AO-CCU,2004,395000,OEF:WB:subnational-population:20221106
AO-CCU,2005,409000,OEF:WB:subnational-population:20221106
AO-CCU,2006,424000,OEF:WB:subnational-population:20221106
AO-CCU,2007,440000,OEF:WB:subnational-population:20221106
AO-CCU,2008,455000,OEF:WB:subnational-population:20221106
AO-CCU,2009,472000,OEF:WB:subnational-population:20221106
AO-CCU,2010,489000,OEF:WB:subnational-population:20221106
AO-CCU,2011,507000,OEF:WB:subnational-population:20221106
AO-CCU,2012,525000,OEF:WB:subnational-population:20221106
AO-CCU,2013,544000,OEF:WB:subnational-population:20221106
AO-CCU,2014,563000,OEF:WB:subnational-population:20221106
AO-CCU,2015,583000,OEF:WB:subnational-population:20221106
AO-CCU,2016,603000,OEF:WB:subnational-population:20221106
AO-CNN,2000,651000,OEF:WB:subnational-population:20221106
AO-CNN,2001,672000,OEF:WB:subnational-population:20221106
AO-CNN,2002,696000,OEF:WB:subnational-population:20221106
AO-CNN,2003,721000,OEF:WB:subnational-population:20221106
AO-CNN,2004,747000,OEF:WB:subnational-population:20221106
AO-CNN,2005,774000,OEF:WB:subnational-population:20221106
AO-CNN,2006,802000,OEF:WB:subnational-population:20221106
AO-CNN,2007,831000,OEF:WB:subnational-population:20221106
AO-CNN,2008,861000,OEF:WB:subnational-population:20221106
AO-CNN,2009,893000,OEF:WB:subnational-population:20221106
AO-CNN,2010,925000,OEF:WB:subnational-population:20221106
AO-CNN,2011,959000,OEF:WB:subnational-population:20221106
AO-CNN,2012,994000,OEF:WB:subnational-population:20221106
AO-CNN,2013,1029000,OEF:WB:subnational-population:20221106
AO-CNN,2014,1066000,OEF:WB:subnational-population:20221106
AO-CNN,2015,1103000,OEF:WB:subnational-population:20221106
AO-CNN,2016,1141000,OEF:WB:subnational-population:20221106
AO-LUA,2000,4412000,OEF:WB:subnational-population:20221106
AO-LUA,2001,4557000,OEF:WB:subnational-population:20221106
AO-LUA,2002,4715000,OEF:WB:subnational-population:20221106
AO-LUA,2003,4885000,OEF:WB:subnational-population:20221106
AO-LUA,2004,5062000,OEF:WB:subnational-population:20221106
AO-LUA,2005,5247000,OEF:WB:subnational-population:20221106
AO-LUA,2006,5437000,OEF:WB:subnational-population:20221106
AO-LUA,2007,5634000,OEF:WB:subnational-population:20221106
AO-LUA,2008,5839000,OEF:WB:subnational-population:20221106
AO-LUA,2009,6051000,OEF:WB:subnational-population:20221106
AO-LUA,2010,6271000,OEF:WB:subnational-population:20221106
AO-LUA,2011,6499000,OEF:WB:subnational-population:20221106
AO-LUA,2012,6734000,OEF:WB:subnational-population:20221106
AO-LUA,2013,6976000,OEF:WB:subnational-population:20221106
AO-LUA,2014,7224000,OEF:WB:subnational-population:20221106
AO-LUA,2015,7476000,OEF:WB:subnational-population:20221106
AO-LUA,2016,7732000,OEF:WB:subnational-population:20221106
AO-MOX,2000,491000,OEF:WB:subnational-population:20221106
AO-MOX,2001,507000,OEF:WB:subnational-population:20221106
AO-MOX,2002,524000,OEF:WB:subnational-population:20221106
AO-MOX,2003,543000,OEF:WB:subnational-population:20221106
AO-MOX,2004,563000,OEF:WB:subnational-population:20221106
AO-MOX,2005,583000,OEF:WB:subnational-population:20221106
AO-MOX,2006,605000,OEF:WB:subnational-population:20221106
AO-MOX,2007,627000,OEF:WB:subnational-population:20221106
AO-MOX,2008,649000,OEF:WB:subnational-population:20221106
AO-MOX,2009,673000,OEF:WB:subnational-population:20221106
AO-MOX,2010,697000,OEF:WB:subnational-population:20221106
AO-MOX,2011,723000,OEF:WB:subnational-population:20221106
AO-MOX,2012,749000,OEF:WB:subnational-population:20221106
AO-MOX,2013,776000,OEF:WB:subnational-population:20221106
AO-MOX,2014,803000,OEF:WB:subnational-population:20221106
AO-MOX,2015,831000,OEF:WB:subnational-population:20221106
AO-MOX,2016,860000,OEF:WB:subnational-population:20221106
AR-B,2000,14083000,OEF:WB:subnational-population:20221106
AR-B,2001,14276000,OEF:WB:subnational-population:20221106
AR-B,2002,14470000,OEF:WB:subnational-population:20221106
AR-B,2003,14666000,OEF:WB:subnational-population:20221106
AR-B,2004,14863000,OEF:WB:subnational-population:20221106
AR-B,2005,15058000,OEF:WB:subnational-population:20221106
AR-B,2006,15254000,OEF:WB:subnational-population:20221106
AR-B,2007,15449000,OEF:WB:subnational-population:20221106
AR-B,2008,15644000,OEF:WB:subnational-population:20221106
AR-B,2009,15843000,OEF:WB:subnational-population:20221106
AR-B,2010,16044000,OEF:WB:subnational-population:20221106
AR-B,2011,16250000,OEF:WB:subnational-population:20221106
AR-B,2012,16459000,OEF:WB:subnational-population:20221106
AR-B,2013,16669000,OEF:WB:subnational-population:20221106
AR-B,2014,16880000,OEF:WB:subnational-population:20221106
AR-B,2015,17089000,OEF:WB:subnational-population:20221106
AR-B,2016,17296000,OEF:WB:subnational-population:20221106
