actor_id,type,name,is_part_of,is_owned_by,datasource_id
CA:ECCC:G10010,site,Alcan Inc - Kitimat works,CA KTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,site,Rio Tinto Alcan Primary Metal - BC,CA KTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,site,Rio Tinto Alcan Inc - British Columbia,CA KTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,site,Kitimat Works,CA KTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10010,site,Alcan Primary Metal-British Columbia,CA KTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10011,site,Algoma Steel Inc,CA-ON,5493006RXIB5GVHWJS53,ECCC_GHGRP:2022-04-14
CA:ECCC:G10011,site,Essar Steel Algoma Inc,CA-ON,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10011,site,Algoma Steel Inc,CA-ON,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10012,site,Aluminerie Alouette inc.,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10013,site,Aluminerie de Baie-Comeau,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10014,site,Aluminerie de Bécancour inc.,CA BEC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10014,site,Aluminerie de Bécancour,CA BEC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10015,site,ATCO Pipelines - Transmission System,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10015,site,ATCO Pipelines,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10016,site,Atikokan Generating Station,CA YIB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10017,site,Balzac Gas Processing Plant,CA BZC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10017,site,Balzac Gas Plant,CA BZC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10017,site,Balzac Gas Plant,CA ABR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10018,site,Battle River Generating Station,CA FBG,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10019,site,Bayer CropScience Inc. Formulation Facility,CA REG,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10019,site,Formulation Plant,CA REG,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10020,site,Bayside Power,CA-NB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10021,site,Bedford,CA BED,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10021,site,Usine de Bedford,CA BED,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10022,site,Belledune Generating Station,CA BEL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10023,site,Bonnie Glen Gas Plant,CA THY,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10024,site,Boundary Dam Power Station,CA-SK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10024,site,Boundary Dam Power Station,CA EST,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10025,site,Resolute Forest Products - Thunder Bay Operations,CA THU,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10025,site,Thunder Bay Operations,CA THU,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10025,site,Bowater - Thunder Bay Operations,CA THU,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10026,site,Brady Road Landfill,CA WNP,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10026,site,Brady Road Resource Management Facility,CA WNP,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10027,site,Brampton Assembly Plant,CA-ON,549300DJBIZ5T0OC3F21,ECCC_GHGRP:2022-04-14
CA:ECCC:G10027,site,Brampton Assembly Plant,CA-ON,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10028,site,Brandon Generating Station,CA YBR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10029,site,Brazeau Gas Plant,CA YDC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10030,site,Brazeau GP,CA YDC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10030,site,Brazeau Gas Plant,CA YDC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10030,site,Brazeau River Gas Plant,CA YDC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10031,site,Brighton Beach Power,CA WND,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10032,site,Brock West Landfill,CA PCK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10033,site,Brookfield Cement Plant,CA BFD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10033,site,Brookfield Plant,CA BFD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10034,site,Brooklyn Energy Centre,CA BKN,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10035,site,Xstrata Zinc - Brunswick Smelter,CA BEL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10035,site,Brunswick Smelter,CA BEL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10036,site,Burnaby Refinery,CA BUB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10036,site,Burnaby Refinery,CA BUB,549300T2F3GRRHU02B49,ECCC_GHGRP:2022-04-14
CA:ECCC:G10036,site,Burnaby Refinery (Keep),CA BUB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10037,site,Burrard Generating Station,CA-BC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10038,site,"Burstall Compressor Station - 2, Saskatchewan",CA-SK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10038,site,"TransCanada Pipeline, Saskatchewan",CA-SK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10038,site,"TransCanada Pipeline System, Saskatchewan",CA-SK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10039,site,Cabot Canada Limited,CA SNI,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10040,site,Calgary Energy Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10040,site,Calgary Energy Center,CA CAL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10040,site,Calpine Calgary Energy Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10041,site,Island Generation LP,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10041,site,Calpine Canada- Island Cogeneration,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10041,site,Island Generation Inc,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10041,site,Island Cogeneration No.2 Inc.,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10041,site,Calpine Canada - Island Cogeneration,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10041,site,Island Generation,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10041,site,Island Cogeneration No. 2 Inc.,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10042,site,Calstock Power Plant,CA YHF,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10043,site,Northern Lime Limited,CA BLR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10043,site,Carmeuse Lime (Canada) Ltd Northern,CA BLR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10044,site,Canadian Fertilizers Limited,CA YXH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10045,site,Cancarb Ltd.,CA YXH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10046,site,"TransCanada Pipeline System, Alberta",CA ZFW,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10046,site,"Cardinal Lake Compressor Station, Alberta",CA ZFW,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10046,site,"TransCanada Pipeline, Alberta System",CA ZFW,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10047,site,"Cardinal Power of Canada, L.P.",CA CDN,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10047,site,Cardinal Power,CA CDN,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10048,site,Cariboo Pulp and Paper,CA QSN,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10048,site,Cariboo Pulp and Paper Company,CA QSN,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10049,site,Caribou North Comp Stn 11-08,CA BOE,549300F4XPHJ7NOSP309,ECCC_GHGRP:2022-04-14
CA:ECCC:G10049,site,Caribou North Compressor Station,CA BOE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10049,site,Caribou North Compressor Station,CA BOE,549300F4XPHJ7NOSP309,ECCC_GHGRP:2022-04-14
CA:ECCC:G10050,site,Dundas Operations,CA DUD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10050,site,Carmeuse Dundas(Flamborough) Facility,CA HAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10051,site,Beachville Operation,CA IGS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10051,site,"Carmeuse Lime (Canada) limited, Beachville Operation",CA IGS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10051,site,Carmeuse Lime (Canada) Ltd Beachville,CA IGS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10051,site,"Carmeuse Lime (Canada) Limited, Beachville Operati",CA IGS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10052,site,Carol Project,CA LBR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10053,site,Carseland Nitrogen Operations,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10053,site,Carseland Nitrogen Operations,CA CLD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10054,site,Carseland Power Plant,CA CLD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10054,site,"Carseland Power Plant, Alberta",CA CLD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10055,site,Carseland Works,CA CLD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10056,site,Carstairs - Crossfield Gas Plant,CA CTI,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10057,site,Casco Inc. - London Plant,CA LOD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10057,site,Ingredion Canada Incorporated - London Plant,CA LOD,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10058,site,Cavalier Energy Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10058,site,Cavalier Power Plant,CA SOE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10058,site,Cavalier Energy Centre,CA SOE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10059,site,Cavendish Farms,CA NEA,54930056WZE8OYLZ0321,ECCC_GHGRP:2022-04-14
CA:ECCC:G10060,site,CCRL Refinery Complex,CA REG,549300YNENDZ7HTNC258,ECCC_GHGRP:2022-04-14
CA:ECCC:G10060,site,Co-op Refinery Complex,CA REG,549300YNENDZ7HTNC258,ECCC_GHGRP:2022-04-14
CA:ECCC:G10060,site,CCRL/NEI Refinery-Upgrader Complex,CA REG,549300YNENDZ7HTNC258,ECCC_GHGRP:2022-04-14
CA:ECCC:G10061,site,"Centrale de Cap-aux Meules, Îles-de-la-Madeleine",CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10061,site,Centrale de Cap-aux Meules,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10061,site,Centrale de Cap-aux-Meules,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10062,site,Centrale de cogénération de Kingsey Falls,CA KFS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10063,site,Centrale de Tracy,CA TRC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10064,site,Chimie ParaChem s.e.c.,CA MRE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10064,site,Chimie Parachem s.e.c,CA MRE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10064,site,Chimie ParaChem s.e.c,CA MRE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10065,site,Christina Lake SAGD Bitumen Battery,CA AAB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10066,site,Cimenterie de Saint-Basile,CA SBA,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10066,site,Cimenterie de St-Basile,CA SBA,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10067,site,Cimenterie de St-Constant,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10067,site,Cimenterie de Saint-Constant,CA STX,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10068,site,"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATION",CA YXH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10068,site,Electric Utility - Generation,CA YXH,549300Z9RSLCM1W45F39,ECCC_GHGRP:2022-04-14
CA:ECCC:G10068,site,"CITY OF MEDICINE HAT, ELECTRIC UTILITY - GENERATIO",CA YXH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10069,site,Clover Bar Energy Centre,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10069,site,Clover Bar Thermal Generating Station,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10070,site,Coal Mountain Operations,CA SPW,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10071,site,Cochrane Extraction Plant,CA CCH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10071,site,Cochrane Extraction Plant,CA CCH,QQTTPMZD0WKQL0H5S472,ECCC_GHGRP:2022-04-14
CA:ECCC:G10072,site,Cochrane Generating Station,CA YCN,549300IT8CIDW8V5KX72,ECCC_GHGRP:2022-04-14
CA:ECCC:G10073,site,Cold Lake,CA BOE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10073,site,Cold Lake,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10074,site,Coleson Cove Generating Station,CA-NB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10075,site,Greenfield Ethanol Inc. - Chatham Facility,CA CTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10075,site,Chatham,CA CTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10075,site,Chatham Plant,CA CTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10075,site,Commercial Alcohols Inc. Chatham facility,CA CTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10076,site,Rio Tinto Fer et Titane inc.- Complexe  de Sorel-Tracy,CA ST6,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10076,site,Complexe métallurgique de Sorel-Tracy,CA ST6,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10076,site,QIT Complexe métallurgique de Sorel-Tracy,CA ST6,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10077,site,Copper Cliff Nickel Refinery,CA CPC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10077,site,Copper Cliff Nickel Refinery,CA CPC,PRAQ4VOSFIK7OQ8Z2512,ECCC_GHGRP:2022-04-14
CA:ECCC:G10078,site,Copper Cliff Smelter,CA CPC,PRAQ4VOSFIK7OQ8Z2512,ECCC_GHGRP:2022-04-14
CA:ECCC:G10078,site,Copper Cliff Smelter,CA CPC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10079,site,Corner Brook Pulp and Paper Limited,CA CBK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10079,site,Corner Brook Pulp and Paper Ltd.,CA CBK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10079,site,Corner Brook Pulp and Paper,CA CBK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10080,site,Cory Cogeneration Station,CA SAK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10080,site,Cory Cogeneration Station,CA-SK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10081,site,Courtenay Bay Generating Station #2,CA-NB,549300423UKB9GA8NE20,ECCC_GHGRP:2022-04-14
CA:ECCC:G10082,site,Crofton Division,CA CRO,549300XC9E3MQMOFK383,ECCC_GHGRP:2022-04-14
CA:ECCC:G10082,site,Crofton Division,CA CRO,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10083,site,Dalhousie Generating Station,CA DHS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10084,site,Dartmouth Refinery,CA DAR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10085,site,Delta Cement Plant,CA DEL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10085,site,Delta Plant,CA DEL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10086,site,distribution system and Carbon Plant,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10086,site,ATCO Gas - Distribution Systems and Carbon Plant,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10086,site,ATCO Gas - Distribution Systems and Carbon Plant,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10086,site,ATCO Gas - Distribution Systems,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10086,site,ATCO Gas - Distribution System,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10087,site,Division Belgo,CA SHA,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10088,site,Division des papiers pour publications,CA-QC,549300JKT5KTWQGH8W42,ECCC_GHGRP:2022-04-14
CA:ECCC:G10088,site,Publication papers Kruger inc. Usine de Trois-Rivières,CA-QC,549300JKT5KTWQGH8W42,ECCC_GHGRP:2022-04-14
CA:ECCC:G10088,site,Kruger Trois-Rivières S.E.C.,CA-QC,549300JKT5KTWQGH8W42,ECCC_GHGRP:2022-04-14
CA:ECCC:G10088,site,Papiers de publication Kruger inc. Usine de Trois-Rivières,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10089,site,Usine Kénogami,CA JON,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10089,site,Usine Kénogami,CA SAG,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10089,site,Division Kénogami,CA JON,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10089,site,Usine Kénogami,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10090,site,Division Laurentide,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10090,site,Usine Laurentide,CA-QC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10091,site,Dofasco Hamilton,CA HAM,549300WSGCD3YF8M8T21,ECCC_GHGRP:2022-04-14
CA:ECCC:G10091,site,Dofasco Hamilton,CA HAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10091,site,ArcelorMittal Dofasco Hamilton,CA HAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10091,site,ArcelorMittal Dofasco,CA HAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10091,site,ArcelorMittal Dofasco,CA HAM,549300WSGCD3YF8M8T21,ECCC_GHGRP:2022-04-14
CA:ECCC:G10092,site,Domtar Inc - Usine d'Ottawa/Hull,CA OTT,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10093,site,Espanola Mill,CA EPA,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10093,site,"Domtar Inc., Espanola Mill",CA EPA,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10093,site,Domtar Inc. - Espanola Mill,CA EPA,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10094,site,Domtar Papers Cornwall,CA CWL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10095,site,East Calgary Landfill,CA CAL,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10096,site,East Crossfield Gas Plant 9-14-28-01W4,CA CSF,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10096,site,East Crossfield Gas Plant 9-14-28-1W5,CA CSF,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10097,site,Edmonton Site,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10097,site,Edmonton Facility,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10098,site,Edmonton Refinery,CA SWP,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10098,site,Edmonton Refinery,CA EDM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10098,site,Edmonton Refinery,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10099,site,Edmundston Pulp Mill,CA EDN,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10099,site,Fraser Papers Inc,CA EDN,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10100,site,Edson Gas Plant,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10100,site,Edson Gas Plant,CA EDS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10101,site,Ekati Diamond Mine,CA YZF,549300FQGFLAMSREF779,ECCC_GHGRP:2022-04-14
CA:ECCC:G10101,site,Ekati Diamond Mine,CA YZF,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10101,site,EKATI Diamond Mine,CA YZF,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10102,site,Elk Falls Division,CA CAM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10102,site,Elk Falls Division,CA CAM,549300XC9E3MQMOFK383,ECCC_GHGRP:2022-04-14
CA:ECCC:G10103,site,Elkem Métal Chicoutimi,CA SAG,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10103,site,Elkem Métal Chicoutimi,CA CHI,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10104,site,"Foothills Pipeline, British Columbia System",CA YXC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10104,site,"TransCanada pipeline system, British Columbia",CA YXC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10104,site,"Elko Compressor Station, British Columbia",CA YXC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10104,site,"TransCanada Pipeline, British Columbia System",CA YXC,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10105,site,Elkview Operations,CA SPW,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10106,site,Elmworth Sweet GP,CA YQU,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10106,site,Elmworth Gas Plant,CA-AB,549300F4XPHJ7NOSP309,ECCC_GHGRP:2022-04-14
CA:ECCC:G10106,site,Elmworth Gas Plant,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10107,site,Empress Gas Plant,CA YXH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10108,site,Empress Straddle Gas Plant,CA YXH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10108,site,Empress Straddle Gas Plant,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10108,site,Empress Straddle Plant System,CA-AB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10108,site,Empress Straddle Gas Plant,CA EMP,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10108,site,Empress 6,CA YXH,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10108,site,Empress straddle plant system,CA EMP,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10109,site,Enbridge Gas Distribution Inc.,CA NYK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10110,site,Eurocan Pulp and Paper Mill,CA KTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10110,site,Eurocan Pulp and Paper Co.,CA KTM,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10111,site,Exshaw Plant,CA EXS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10111,site,Exshaw,CA EXS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10112,site,Exshaw Cement Plant,CA EXS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10113,site,Faulkner,CA FKR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10113,site,Faulkner Plant,CA FKR,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10114,site,Woodstock Plant,CA WSK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10114,site,Federal White Cement Ltd.,CA EMB,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10115,site,Fording River Operations,CA EKF,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10116,site,Fort Frances Division,CA FFS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10116,site,Fort Frances Mill,CA FFS,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10117,site,Fort Nelson Gas Plant,CA FNE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10118,site,Fort Nelson Generating Station,CA FNE,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10119,site,Fort Saskatchewan,CA FSK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10120,site,Fort Saskatchewan Generating Plant,CA FSK,,ECCC_GHGRP:2022-04-14
CA:ECCC:G10120,site,Fort Saskatchewan Thermal Electric(Cogeneration) Power Plant,CA-AB,,ECCC_GHGRP:2022-04-14
