actor_id,type,name,is_part_of,is_owned_by,datasource_id
CA BKN:ECCC_G10034,site,Brooklyn Energy Centre,CA BKN,,ECCC_GHGRP:2022-04-14
CA BKS:ECCC_G10809,site,Lakeside Packers,CA BKS,,ECCC_GHGRP:2022-04-14
CA BKS:ECCC_G10809,site,JBS Foods Canada Inc.,CA BKS,,ECCC_GHGRP:2022-04-14
CA BKS:ECCC_G11001,site,Scots Lake 13-7-16-11W4,CA BKS,,ECCC_GHGRP:2022-04-14
CA BKS:ECCC_G11678,site,Newell Regional Landfill,CA BKS,,ECCC_GHGRP:2022-04-14
CA BLG:ECCC_G10574,site,Blue Ridge Lumber Inc,CA BLG,,ECCC_GHGRP:2022-04-14
CA BLG:ECCC_G10576,site,Ranger Board,CA BLG,,ECCC_GHGRP:2022-04-14
CA BLG:ECCC_G10576,site,Ranger Board,CA BLG,549300EVSDWRVHUSS869,ECCC_GHGRP:2022-04-14
CA BLK:ECCC_G10587,site,Division Meadowbank,CA BLK,,ECCC_GHGRP:2022-04-14
CA BLK:ECCC_G10587,site,Meadowbank Division,CA BLK,,ECCC_GHGRP:2022-04-14
CA BLR:ECCC_G10043,site,Carmeuse Lime (Canada) Ltd Northern,CA BLR,,ECCC_GHGRP:2022-04-14
CA BLR:ECCC_G10043,site,Northern Lime Limited,CA BLR,,ECCC_GHGRP:2022-04-14
CA BLR:ECCC_G11165,site,BLIND RIVER REFINERY,CA BLR,N4BHALMXL3GMZKCUON55,ECCC_GHGRP:2022-04-14
CA BLV:ECCC_G11019,site,Belleville,CA BLV,,ECCC_GHGRP:2022-04-14
CA BLV:ECCC_G12451,site,Belleville Plant,CA BLV,,ECCC_GHGRP:2022-04-14
CA BMS:ECCC_G12153,site,ECO360 Landfill,CA BMS,,ECCC_GHGRP:2022-04-14
CA BNF:ECCC_G10328,site,Bienfait Mine,CA BNF,,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10049,site,Caribou North Compressor Station,CA BOE,549300F4XPHJ7NOSP309,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10049,site,Caribou North Comp Stn 11-08,CA BOE,549300F4XPHJ7NOSP309,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10049,site,Caribou North Compressor Station,CA BOE,,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10073,site,Cold Lake,CA BOE,,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10123,site,Foster Creek Cogeneration Facility,CA BOE,,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10124,site,Foster Creek SAGD Bitumen Battery,CA BOE,,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10324,site,Wolf Lake/Primrose Thermal Operation,CA BOE,549300T15RIMIKZC5Q38,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10324,site,PAW In-Situ Oilsands Facilities,CA BOE,549300T15RIMIKZC5Q38,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10465,site,Foster Creek SAGD Bitumen Battery (with Cogen),CA BOE,,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G10775,site,Elk Point South Battery,CA BOE,549300T15RIMIKZC5Q38,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G11166,site,Lindbergh Custom Treating Facility,CA BOE,549300T15RIMIKZC5Q38,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G11183,site,Beartrap Custom Treating Facility,CA BOE,549300T15RIMIKZC5Q38,ECCC_GHGRP:2022-04-14
CA BOE:ECCC_G12013,site,Elk Point Custom Treating Facility,CA BOE,549300T15RIMIKZC5Q38,ECCC_GHGRP:2022-04-14
CA BPL:ECCC_G10195,site,Mosaic Potash Belle Plaine,CA BPL,,ECCC_GHGRP:2022-04-14
CA BPL:ECCC_G10259,site,Saskferco Products Inc.,CA BPL,,ECCC_GHGRP:2022-04-14
CA BPL:ECCC_G10259,site,Yara Belle Plaine Inc.,CA BPL,,ECCC_GHGRP:2022-04-14
CA BPL:ECCC_G10562,site,102078290 Saskatchewan Ltd.,CA BPL,,ECCC_GHGRP:2022-04-14
CA BPL:ECCC_G10562,site,Terra Grain Fuels Inc,CA BPL,,ECCC_GHGRP:2022-04-14
CA BRL:ECCC_G10395,site,Umicore Autocat Corp,CA BRL,,ECCC_GHGRP:2022-04-14
CA BRL:ECCC_G10395,site,Burlington Automotive Catalyst Manufacturing Plant,CA BRL,,ECCC_GHGRP:2022-04-14
CA BRL:ECCC_G10474,site,Hanson Brick - Burlington,CA BRL,,ECCC_GHGRP:2022-04-14
CA BRL:ECCC_G10927,site,Meridian Brick - Burlington,CA BRL,,ECCC_GHGRP:2022-04-14
CA BRL:ECCC_G11731,site,Fearmans Pork-Sofina Foods Inc.,CA BRL,,ECCC_GHGRP:2022-04-14
CA BRL:ECCC_G11731,site,Burlington,CA BRL,,ECCC_GHGRP:2022-04-14
CA BRN:ECCC_G10193,site,Mohawk Street Landfill,CA BRN,,ECCC_GHGRP:2022-04-14
CA BRN:ECCC_G11084,site,Hartmann North America,CA BRN,,ECCC_GHGRP:2022-04-14
CA BRN:ECCC_G11092,site,Sonoco Brantford,CA BRN,,ECCC_GHGRP:2022-04-14
CA BRN:ECCC_G11398,site,Ferrero Canada Limited,CA BRN,,ECCC_GHGRP:2022-04-14
CA BRN:ECCC_G11755,site,Brantford Facility,CA BRN,,ECCC_GHGRP:2022-04-14
CA BRW:ECCC_G10687,site,Bridgewater Plant,CA BRW,,ECCC_GHGRP:2022-04-14
CA BRZ:ECCC_G11676,site,BRAZEAU 14-30-45-11W5 MWOB,CA BRZ,,ECCC_GHGRP:2022-04-14
CA BRZ:ECCC_G12203,site,Pbn 15-10-049-12w5 Mwob,CA BRZ,,ECCC_GHGRP:2022-04-14
CA BRZ:ECCC_G12214,site,SCEPTRE PEMBINA 8-35,CA BRZ,,ECCC_GHGRP:2022-04-14
CA BSU:ECCC_G10994,site,Oil Recovery Division,CA BSU,,ECCC_GHGRP:2022-04-14
CA BTE:ECCC_G11513,site,Bethune Mine,CA BTE,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10004,site,Kingston CoGen,CA BTH,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10004,site,NPIF Kingston CoGen Corp (formerly AES Kingston ULC),CA BTH,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10004,site,NPIF Kingston CoGen Corp.,CA BTH,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10004,site,AES Kingston ULC,CA BTH,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10004,site,Kingston CoGen,CA BTH,549300IT8CIDW8V5KX72,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10004,site,NPIF Kingston CoGen Inc.(formerly AES KingstonULC),CA BTH,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10171,site,Lafarge Bath Cement Plant,CA BTH,549300HG8P317IA7F175,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10171,site,Lafarge Bath Cement Plant,CA BTH,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G10171,site,Bath Cement Plant,CA BTH,,ECCC_GHGRP:2022-04-14
CA BTH:ECCC_G12145,site,Napanee Generating Station,CA BTH,,ECCC_GHGRP:2022-04-14
CA BUB:ECCC_G10036,site,Burnaby Refinery,CA BUB,,ECCC_GHGRP:2022-04-14
CA BUB:ECCC_G10036,site,Burnaby Refinery (Keep),CA BUB,,ECCC_GHGRP:2022-04-14
CA BUB:ECCC_G10470,site,Metro Vancouver Waste-to-Energy Facility,CA BUB,,ECCC_GHGRP:2022-04-14
CA BWV:ECCC_G10273,site,Bowmanville Cement Plant,CA BWV,,ECCC_GHGRP:2022-04-14
CA BWV:ECCC_G10273,site,St. Marys Cement Bowmanville,CA BWV,,ECCC_GHGRP:2022-04-14
CA BWV:ECCC_G10273,site,St. Marys Cement inc.,CA BWV,,ECCC_GHGRP:2022-04-14
CA BZC:ECCC_G10017,site,Balzac Gas Processing Plant,CA BZC,,ECCC_GHGRP:2022-04-14
CA BZC:ECCC_G10017,site,Balzac Gas Plant,CA BZC,,ECCC_GHGRP:2022-04-14
CA BZC:ECCC_G10356,site,Balzac Power Station,CA BZC,549300I04PB7X2824122,ECCC_GHGRP:2022-04-14
CA BZC:ECCC_G10356,site,Balzac Power Station,CA BZC,,ECCC_GHGRP:2022-04-14
CA CAE:ECCC_G10879,site,Camrose Batch Plant,CA CAE,,ECCC_GHGRP:2022-04-14
CA CAE:ECCC_G11337,site,Camrose Regional Landfill,CA CAE,,ECCC_GHGRP:2022-04-14
CA CAE:ECCC_G11888,site,Cargill Limited - Camrose Oilseed Processing,CA CAE,,ECCC_GHGRP:2022-04-14
CA CAE:ECCC_G11888,site,Cargill Limited - Oilseed Processing,CA CAE,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10008,site,Alliance Pipeline Ltd. - AB Pipeline System,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10008,site,Alberta Pipeline System,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10040,site,Calgary Energy Center,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10040,site,Calpine Calgary Energy Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10040,site,Calgary Energy Centre,CA CAL,549300MMV2S26X2LA541,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10058,site,Cavalier Energy Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10095,site,East Calgary Landfill,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10268,site,Shell Jumping Pound Gas Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10268,site,Jumping Pound Complex,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10368,site,Marten Hill Gas Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10392,site,Navajo Metals,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10604,site,Algar,CA CAL,549300DLRO5Q625BI570,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10607,site,Crossfield Energy Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10709,site,Shepard Landfill,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10727,site,Main Campus,CA CAL,549300A651QASD55GW77,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10727,site,Central Heating and Cooling Plant,CA CAL,549300A651QASD55GW77,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10746,site,Spyhill Landfill,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10772,site,Kaybob West 07-14,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10773,site,Saxon 10-19,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10779,site,Shepard Energy Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10806,site,Ferrier Comp Station 13-05,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10814,site,Sundance 15-07,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10817,site,LINDBERGH SAGD 04-25,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10833,site,Karr 07-11-064-04W6,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10869,site,Kaybob Gas Plant 10-29-063,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10870,site,Kaybob Gas Plant 15-31,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G10990,site,ALBERTA DISTILLERS,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11015,site,THE CALGARY AIRPORT AUTHORITY - CALGARY,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11022,site,Lator 01-21-063-02W6,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11022,site,Lator #1 01-21-063-02W6,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11045,site,Steen River Gas Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11112,site,Ferrier Comp Stn 09-03,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11161,site,Foothills Medical Centre,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11232,site,Moose Mountain Compressor Station,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11233,site,Bonnybrook Wastewater Treatment Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11239,site,Alberta Processing Company,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11279,site,Brazeau Comp Stn 02-10,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11363,site,Chaparral Landfill,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11406,site,South Kaybob 02-20,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11407,site,Resthaven 02-10,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11438,site,Pembalta Gas Plant 09-25,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11440,site,KAYBOB SOUR GAS PROCESSING PLANT 15-07-060-18 W5M,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11443,site,Wapiti Gas Battery 03-36,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11457,site,PARA KARR 06-18 COMPRESSOR,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11457,site,PARA KARR 06-18 COMPRESSOR,CA CAL,549300JSO4G6XV6Y5V84,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11473,site,Gleichen Comp Stn 13-26,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11476,site,Wapiti Gas Battery 08-10,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11483,site,Alder Flats Gas Plant 10-09,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11485,site,Tourmaline Chin/09-29 Ggs,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11514,site,Wildhay 11-22,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11515,site,Cecilia Gas Plant 15-04-058-23 W5M,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11515,site,Tourmaline Cecilia Gas Plant (15-04-058-23 W5M),CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11515,site,Duverney 15-04,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11516,site,Columbia Gas Plant 15-36-044-15 W5M,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11516,site,Columbia 15-36,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11516,site,Tourmaline Columbia Gas Plant (15-36-044-15 W5M),CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11518,site,Ante Creek Multi-Well Gas Battery 05-26,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11530,site,South Health Campus,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11537,site,Rockyview General Hospital,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11541,site,Cadotte Power Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11546,site,Baptiste Comp Stn 06-21,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11549,site,Sand Creek Sour Gas Plant,CA CAL,549300F4XPHJ7NOSP309,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11550,site,Gilby West Sour Comp Stn 11-20,CA CAL,549300F4XPHJ7NOSP309,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11705,site,West Seal Bitumen Battery 14-05,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11706,site,Seal Bitumen Battery 13-05,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11707,site,HV South Bitumen Battery 16-13,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11708,site,Seal Bitumen Battery 16-01,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11709,site,West Seal Battery 11-26,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11710,site,West Seal Bitumen Battery 15-06,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11711,site,Seal Bitumen Battery 05-32,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11717,site,Jayar 06-08-062-03W6,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11739,site,Fourth Creek Gas Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11816,site,Countess Makepeace Comp Stn 03-18-022-17W4,CA CAL,25490034ODG52NAX6D39,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11817,site,Countess (Scandia) Sweet Gas Plant 04-12-018-17W4,CA CAL,25490034ODG52NAX6D39,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11825,site,Calgary Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11848,site,IKO Calgary,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11857,site,Entice Sweet Gas Plant 05-31,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11904,site,Fir 01-32,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11918,site,Alberta Children's Hospital,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11921,site,Bearspaw Hydro Plant,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11944,site,Virginia Hills Oil MWB 04-12,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G11999,site,Calgary Composting Facility,CA CAL,,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G12005,site,West Seal Bitumen Battery 13-30,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G12006,site,Amoco Willesden Green Oil Battery 13-27,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
CA CAL:ECCC_G12007,site,Cadotte Bitumen Battery 03-29,CA CAL,549300DITPHH8W8CK636,ECCC_GHGRP:2022-04-14
