city,locode,area
http://www.wikidata.org/entity/Q100065,ITMID,137.09
http://www.wikidata.org/entity/Q100070,ITMFO,45.28
http://www.wikidata.org/entity/Q100072,ITMS9,81.00999999999999
http://www.wikidata.org/entity/Q100080,ITNON,55.32
http://www.wikidata.org/entity/Q100081,ITZAQ,51.82
http://www.wikidata.org/entity/Q100084,ITPVO,143.73
http://www.wikidata.org/entity/Q100087,ITOAG,53.739999999999995
http://www.wikidata.org/entity/Q100088,ITUSS,79.67
http://www.wikidata.org/entity/Q100089,ITRAV,28.529999999999998
http://www.wikidata.org/entity/Q100092,ITSCS,27.31
http://www.wikidata.org/entity/Q100094,ITSFP,51.66
http://www.wikidata.org/entity/Q100099,ITSP5,17.06
http://www.wikidata.org/entity/Q100100,ITSPQ,34.559999999999995
http://www.wikidata.org/entity/Q100104,ITSSP,25.549999999999997
http://www.wikidata.org/entity/Q100105,ITZUY,93.96
http://www.wikidata.org/entity/Q100108,ITOLR,50.93
http://www.wikidata.org/entity/Q100109,ITSPI,29.79
http://www.wikidata.org/entity/Q100111,ITVIN,22.86
http://www.wikidata.org/entity/Q100113,ITZXQ,69.36999999999999
http://www.wikidata.org/entity/Q100123,ITCCT,15.08
http://www.wikidata.org/entity/Q100125,ITCLC,15.67
http://www.wikidata.org/entity/Q100128,ITCLD,8.33
http://www.wikidata.org/entity/Q100129,ITCVO,6.72
http://www.wikidata.org/entity/Q100135,ITKDA,3.21
http://www.wikidata.org/entity/Q100141,ITCPI,5.779999999999999
http://www.wikidata.org/entity/Q100141,ITCPI,5.83
http://www.wikidata.org/entity/Q100143,ITZAB,8.78
http://www.wikidata.org/entity/Q100145,ITCVG,33.39
http://www.wikidata.org/entity/Q100145,ITCVG,32.809999999999995
http://www.wikidata.org/entity/Q100149,ITCBX,6.819999999999999
http://www.wikidata.org/entity/Q100153,ITARV,4.59
http://www.wikidata.org/entity/Q100155,ITCZA,7.109999999999999
http://www.wikidata.org/entity/Q100158,ITCSA,10.17
http://www.wikidata.org/entity/Q100161,ITCGI,13.62
http://www.wikidata.org/entity/Q100165,ITCZE,1.71
http://www.wikidata.org/entity/Q100167,ITCSK,10.15
http://www.wikidata.org/entity/Q100193,ITNRE,7.6499999999999995
http://www.wikidata.org/entity/Q100195,ITCZS,2.02
http://www.wikidata.org/entity/Q100347,ITSOT,4.62
http://www.wikidata.org/entity/Q100354,ITENE,8.6
http://www.wikidata.org/entity/Q100358,ITERT,14.069999999999999
http://www.wikidata.org/entity/Q100361,ITCHG,5.55
http://www.wikidata.org/entity/Q100365,ITCHD,6.88
http://www.wikidata.org/entity/Q100368,ITCBG,7.819999999999999
http://www.wikidata.org/entity/Q100371,ITCQQ,5.31
http://www.wikidata.org/entity/Q100373,ITCLY,9.73
http://www.wikidata.org/entity/Q100388,ITCUE,26.189999999999998
http://www.wikidata.org/entity/Q100394,ITCGS,18.52
http://www.wikidata.org/entity/Q100396,ITCZT,6.0
http://www.wikidata.org/entity/Q100396,ITCZT,6.75
http://www.wikidata.org/entity/Q100404,ITCMU,6.449999999999999
http://www.wikidata.org/entity/Q100413,ITOUA,7.35
http://www.wikidata.org/entity/Q100423,ITZGT,18.669999999999998
http://www.wikidata.org/entity/Q100428,ITCMZ,5.22
http://www.wikidata.org/entity/Q100439,ITCWO,12.94
http://www.wikidata.org/entity/Q100654,ITCUR,4.7
http://www.wikidata.org/entity/Q1007407,CAFSK,48.12
http://www.wikidata.org/entity/Q1007407,CAFSK,48.18
http://www.wikidata.org/entity/Q100753,ITABO,104.11
http://www.wikidata.org/entity/Q100755,ITBDI,189.89999999999998
http://www.wikidata.org/entity/Q100758,ITBNI,169.56
http://www.wikidata.org/entity/Q100767,ITBVO,151.48999999999998
http://www.wikidata.org/entity/Q100772,ITBST,76.59
http://www.wikidata.org/entity/Q100779,ITCCH,58.83
http://www.wikidata.org/entity/Q100782,ITCRH,48.41
http://www.wikidata.org/entity/Q100788,ITCRN,165.7
http://www.wikidata.org/entity/Q100808,ITPPR,38.35
http://www.wikidata.org/entity/Q100811,ITFDZ,95.11999999999999
http://www.wikidata.org/entity/Q100814,ITZBQ,53.98
http://www.wikidata.org/entity/Q100819,ITFVO,26.0
http://www.wikidata.org/entity/Q100826,ITZIT,57.519999999999996
http://www.wikidata.org/entity/Q100829,ITGHO,70.84
http://www.wikidata.org/entity/Q100833,ITLGB,47.489999999999995
http://www.wikidata.org/entity/Q100837,ITMDZ,88.77
http://www.wikidata.org/entity/Q100846,ITHRG,48.199999999999996
http://www.wikidata.org/entity/Q100854,ITNCO,79.17
http://www.wikidata.org/entity/Q100858,ITPLZ,69.8
http://www.wikidata.org/entity/Q100902,ITRCN,40.46
http://www.wikidata.org/entity/Q100905,ITSBR,30.759999999999998
http://www.wikidata.org/entity/Q100916,IT9GG,81.5
http://www.wikidata.org/entity/Q100919,ITSRS,37.71
http://www.wikidata.org/entity/Q100923,ITSIS,43.64
http://www.wikidata.org/entity/Q100926,ITSLG,73.14
http://www.wikidata.org/entity/Q100932,ITSOX,45.39
http://www.wikidata.org/entity/Q100943,ITSOR,39.33
http://www.wikidata.org/entity/Q1009581,USYPD,137.010371
http://www.wikidata.org/entity/Q100959,ITTIL,37.15
http://www.wikidata.org/entity/Q100962,ITZVQ,54.86
http://www.wikidata.org/entity/Q100966,ITTCI,29.08
http://www.wikidata.org/entity/Q100983,ITZXO,23.619999999999997
http://www.wikidata.org/entity/Q101028,ITDME,11.809999999999999
http://www.wikidata.org/entity/Q101036,ITEND,21.07
http://www.wikidata.org/entity/Q101039,ITETR,4.1499999999999995
http://www.wikidata.org/entity/Q101042,ITFGD,10.79
http://www.wikidata.org/entity/Q101045,ITFCS,5.04
http://www.wikidata.org/entity/Q101048,ITFIL,5.42
http://www.wikidata.org/entity/Q101057,ITFIR,1.06
http://www.wikidata.org/entity/Q101060,ITFOQ,17.8
http://www.wikidata.org/entity/Q101077,ITZJA,7.04
http://www.wikidata.org/entity/Q101109,ITDGD,25.13
http://www.wikidata.org/entity/Q101112,ITGND,29.029999999999998
http://www.wikidata.org/entity/Q101115,ITGDS,3.13
http://www.wikidata.org/entity/Q101117,ITGVR,5.2
http://www.wikidata.org/entity/Q101130,ITGZI,14.41
http://www.wikidata.org/entity/Q101139,ITGSB,10.59
http://www.wikidata.org/entity/Q101142,ITIOR,5.7
http://www.wikidata.org/entity/Q101145,ITGOE,2.52
http://www.wikidata.org/entity/Q101151,ITGRA,8.74
http://www.wikidata.org/entity/Q101158,ITGRO,7.779999999999999
http://www.wikidata.org/entity/Q101161,ITGMD,9.94
http://www.wikidata.org/entity/Q101170082,ATKDT,2.7166639999999997
http://www.wikidata.org/entity/Q1011739,SESL2,2.44
http://www.wikidata.org/entity/Q101187,ITLLO,2.1599999999999997
http://www.wikidata.org/entity/Q101190,ITLFF,6.6899999999999995
http://www.wikidata.org/entity/Q101194,ITLNZ,12.74
http://www.wikidata.org/entity/Q101196,ITLEE,5.529999999999999
http://www.wikidata.org/entity/Q101202,ITLVR,7.92
http://www.wikidata.org/entity/Q101205,ITLUA,4.05
http://www.wikidata.org/entity/Q101208,ITZ7G,3.48
http://www.wikidata.org/entity/Q101224,ITADO,3.07
http://www.wikidata.org/entity/Q101226,ITMPL,8.66
http://www.wikidata.org/entity/Q101229,ITEGO,22.05
http://www.wikidata.org/entity/Q101232,ITDLO,3.8
http://www.wikidata.org/entity/Q101239,ITZNF,6.109999999999999
http://www.wikidata.org/entity/Q101251,ITOTL,1.8199999999999998
http://www.wikidata.org/entity/Q101258,ITMSR,6.92
http://www.wikidata.org/entity/Q101262,ITMOZ,9.459999999999999
http://www.wikidata.org/entity/Q101264,ITMZP,3.6399999999999997
http://www.wikidata.org/entity/Q101269,ITNEM,15.239999999999998
http://www.wikidata.org/entity/Q101291,ITOLM,7.8999999999999995
http://www.wikidata.org/entity/Q101304,ITOOR,11.78
http://www.wikidata.org/entity/Q101309,ITOAS,3.04
http://www.wikidata.org/entity/Q101315,ITORF,5.18
http://www.wikidata.org/entity/Q101318,ITOSS,7.59
http://www.wikidata.org/entity/Q1013456,CASPG,32.199999999999996
http://www.wikidata.org/entity/Q101346,ITZZN,5.239999999999999
http://www.wikidata.org/entity/Q101350,ITPAD,2.09
http://www.wikidata.org/entity/Q1013549,USCTK,8.343613
http://www.wikidata.org/entity/Q1013549,USCTK,8.34
http://www.wikidata.org/entity/Q101355,ITAZG,13.959999999999999
http://www.wikidata.org/entity/Q101355,ITAZG,13.979999999999999
http://www.wikidata.org/entity/Q101358,ITPLC,10.79
http://www.wikidata.org/entity/Q101364,ITZQU,22.279999999999998
http://www.wikidata.org/entity/Q1013670,USSWS,17.27522069594112
http://www.wikidata.org/entity/Q1013670,USSWS,17.267446
http://www.wikidata.org/entity/Q101372,ITPBO,3.5999999999999996
http://www.wikidata.org/entity/Q101377,ITPEQ,4.4799999999999995
http://www.wikidata.org/entity/Q101388,ITPZB,6.77
http://www.wikidata.org/entity/Q101416,ITPXC,3.29
http://www.wikidata.org/entity/Q101423,ITPNS,5.59
http://www.wikidata.org/entity/Q1014231,GRPAL,4.574
http://www.wikidata.org/entity/Q1014244,GRMDR,19.095
http://www.wikidata.org/entity/Q101426,ITPSP,4.59
http://www.wikidata.org/entity/Q101428,ITNTC,8.48
http://www.wikidata.org/entity/Q101433,ITOTD,10.379999999999999
http://www.wikidata.org/entity/Q101466,ITPUO,11.1
http://www.wikidata.org/entity/Q101470,ITPLA,8.2
http://www.wikidata.org/entity/Q101474,ITPR2,10.959999999999999
http://www.wikidata.org/entity/Q101481,ITPS8,2.28
http://www.wikidata.org/entity/Q101484,ITZXE,10.12
http://www.wikidata.org/entity/Q101500,ITIRN,4.06
http://www.wikidata.org/entity/Q101510,ITRGN,15.809999999999999
http://www.wikidata.org/entity/Q101512,ITROL,19.38
http://www.wikidata.org/entity/Q101526,ITRVA,24.529999999999998
http://www.wikidata.org/entity/Q101545,ITSGB,31.029999999999998
http://www.wikidata.org/entity/Q101548,ITPLR,5.25
http://www.wikidata.org/entity/Q101551,ITSPT,22.95
http://www.wikidata.org/entity/Q101554,ITSOB,16.43
http://www.wikidata.org/entity/Q101560,ITSRI,6.66
http://www.wikidata.org/entity/Q101563,ITSZT,10.69
http://www.wikidata.org/entity/Q1015681,NZLYJ,377.0
http://www.wikidata.org/entity/Q1015681,NZLYJ,135.0
http://www.wikidata.org/entity/Q101569,ITDR9,5.85
http://www.wikidata.org/entity/Q101576,ITSER,12.53
http://www.wikidata.org/entity/Q1015773,NZPRU,182.39
http://www.wikidata.org/entity/Q101580,ITWF2,27.34
http://www.wikidata.org/entity/Q101585,ITSTO,11.76
http://www.wikidata.org/entity/Q101588,ITSOZ,1.23
http://www.wikidata.org/entity/Q101590,ITSNW,12.94
http://www.wikidata.org/entity/Q101612,ITSL8,12.25
http://www.wikidata.org/entity/Q101616,ITSNX,5.02
http://www.wikidata.org/entity/Q101620,ITOVR,18.02
http://www.wikidata.org/entity/Q101628,ITESP,9.61
http://www.wikidata.org/entity/Q101631,ITSTZ,9.37
http://www.wikidata.org/entity/Q101634,ITSRZ,3.8299999999999996
http://www.wikidata.org/entity/Q101637,ITSUI,4.59
http://www.wikidata.org/entity/Q101637,ITSUI,4.54
http://www.wikidata.org/entity/Q101645,ITTAB,11.17
http://www.wikidata.org/entity/Q101648,ITTEL,8.299999999999999
http://www.wikidata.org/entity/Q101651,ITTDO,4.13
http://www.wikidata.org/entity/Q101654,ITTBD,3.48
http://www.wikidata.org/entity/Q101657,ITTPC,10.62
http://www.wikidata.org/entity/Q101661,ITTOV,2.69
http://www.wikidata.org/entity/Q101663,ITZVJ,13.51
http://www.wikidata.org/entity/Q101685,ITTVG,32.22
http://www.wikidata.org/entity/Q101690,ITTVL,8.49
http://www.wikidata.org/entity/Q101696,ITURG,14.78
http://www.wikidata.org/entity/Q101702,ITVBM,3.8
http://www.wikidata.org/entity/Q101724,ITVLI,3.82
http://www.wikidata.org/entity/Q101744,ITVRD,7.34
http://www.wikidata.org/entity/Q101747,ITVRT,15.69
http://www.wikidata.org/entity/Q101750,ITVII,5.45
http://www.wikidata.org/entity/Q101756,ITVOO,12.309999999999999
http://www.wikidata.org/entity/Q101759,ITVDD,5.9799999999999995
http://www.wikidata.org/entity/Q101763,ITVAM,6.489999999999999
http://www.wikidata.org/entity/Q101766,ITVIL,5.16
http://www.wikidata.org/entity/Q1017691,CAYOD,59.919999999999995
http://www.wikidata.org/entity/Q1017691,CAYOD,59.3
http://www.wikidata.org/entity/Q101770,ITVLD,4.6
http://www.wikidata.org/entity/Q101773,ITVOG,6.04
http://www.wikidata.org/entity/Q101783,ITZAN,6.43
http://www.wikidata.org/entity/Q101810,ITZNC,14.66
http://www.wikidata.org/entity/Q101810,ITZNC,14.95
http://www.wikidata.org/entity/Q101812,ITZGO,35.21
http://www.wikidata.org/entity/Q1020263,ARXPD,2150.0
http://www.wikidata.org/entity/Q1022925,JPOGA,104.41
http://www.wikidata.org/entity/Q102555,ITAGL,11.68
http://www.wikidata.org/entity/Q102558,ITAAZ,36.15
http://www.wikidata.org/entity/Q102562,ITITA,55.269999999999996
http://www.wikidata.org/entity/Q102566,ITB52,16.04
http://www.wikidata.org/entity/Q102576,ITBVT,51.22
http://www.wikidata.org/entity/Q102578,ITUZN,7.199999999999999
http://www.wikidata.org/entity/Q102580,ITDEX,38.48
http://www.wikidata.org/entity/Q102583,ITCDS,36.94
http://www.wikidata.org/entity/Q102590,ITCR3,40.98
http://www.wikidata.org/entity/Q1025951,NODOM,1.5599999999999998
http://www.wikidata.org/entity/Q102599,ITLMO,22.25
http://www.wikidata.org/entity/Q102603,RUALE,43.87
http://www.wikidata.org/entity/Q102609,ITLA6,24.97
http://www.wikidata.org/entity/Q102615,ITNAL,43.04
http://www.wikidata.org/entity/Q102621,ITAPP,63.08
http://www.wikidata.org/entity/Q102623,ITMCZ,16.009999999999998
http://www.wikidata.org/entity/Q102625,ITCNG,44.04
http://www.wikidata.org/entity/Q102631,ITZGV,52.75
http://www.wikidata.org/entity/Q102634,ITMOT,32.62
http://www.wikidata.org/entity/Q102636,ITCVP,35.059999999999995
http://www.wikidata.org/entity/Q102652,ITMNT,32.17
http://www.wikidata.org/entity/Q102661,ITPCA,79.17999999999999
http://www.wikidata.org/entity/Q102677,ITZQH,12.67
http://www.wikidata.org/entity/Q102682,RUABD,47.0
http://www.wikidata.org/entity/Q102691,ITGIO,36.47
http://www.wikidata.org/entity/Q102716,ITQUA,45.91
http://www.wikidata.org/entity/Q102736,ITSM9,85.61999999999999
http://www.wikidata.org/entity/Q102762,RUAZO,66.0
http://www.wikidata.org/entity/Q102767,ITFNZ,59.769999999999996
http://www.wikidata.org/entity/Q102771,ITGED,44.48
http://www.wikidata.org/entity/Q102776,ITGSL,31.099999999999998
http://www.wikidata.org/entity/Q102780,ITSEI,42.05
http://www.wikidata.org/entity/Q1027807,NLRTM,127.13
http://www.wikidata.org/entity/Q102781,ITZBJ,34.61
http://www.wikidata.org/entity/Q102784,ITGPP,56.33
http://www.wikidata.org/entity/Q102791,ITUZZ,7.8
http://www.wikidata.org/entity/Q102807,ITLUV,54.4
http://www.wikidata.org/entity/Q102811,ITMCD,46.33
http://www.wikidata.org/entity/Q102820,ITNBN,43.919999999999995
http://www.wikidata.org/entity/Q102845,ITPAJ,36.29
http://www.wikidata.org/entity/Q102931,ITPOD,44.339999999999996
http://www.wikidata.org/entity/Q102946,ITPDL,43.919999999999995
http://www.wikidata.org/entity/Q102951,ITPTN,33.85
http://www.wikidata.org/entity/Q102958,ITRGR,43.83
http://www.wikidata.org/entity/Q102965,ITRFO,35.17
http://www.wikidata.org/entity/Q102972,ITZJP,49.19
http://www.wikidata.org/entity/Q102985,ITARM,27.259999999999998
http://www.wikidata.org/entity/Q102997,ITVPC,72.57
http://www.wikidata.org/entity/Q102999,ITBEI,29.48
http://www.wikidata.org/entity/Q103004,ITBUP,23.029999999999998
http://www.wikidata.org/entity/Q103006,ITVGZ,42.04
http://www.wikidata.org/entity/Q103015,ITVSA,36.57
http://www.wikidata.org/entity/Q103016,ITZFA,14.889999999999999
http://www.wikidata.org/entity/Q103031,ITZZP,32.78
http://www.wikidata.org/entity/Q103040,ITCM3,14.29
http://www.wikidata.org/entity/Q103044,ITCT3,36.54
http://www.wikidata.org/entity/Q103049,ITCCN,78.61
http://www.wikidata.org/entity/Q103053,ITXCT,48.33
http://www.wikidata.org/entity/Q103058,ITMTM,45.519999999999996
http://www.wikidata.org/entity/Q103081,ITPI7,61.989999999999995
http://www.wikidata.org/entity/Q103085,ITCEP,27.11
http://www.wikidata.org/entity/Q103090,ITFAU,42.43
http://www.wikidata.org/entity/Q103110,ITLJT,72.66
http://www.wikidata.org/entity/Q103118,ITLRR,44.85
http://www.wikidata.org/entity/Q103121,ITIT5,19.33
http://www.wikidata.org/entity/Q103127,ITIMQ,154.85999999999999
http://www.wikidata.org/entity/Q103136,ITPMQ,20.24
http://www.wikidata.org/entity/Q103161,ITZOK,30.22
http://www.wikidata.org/entity/Q103176,RUAKS,15.0
http://www.wikidata.org/entity/Q103176,RUAKS,67.5
http://www.wikidata.org/entity/Q103178,ITPPB,73.71
http://www.wikidata.org/entity/Q103186,ITPCC,92.52
http://www.wikidata.org/entity/Q103201,ITPPP,227.70999999999998
http://www.wikidata.org/entity/Q103209,ITOAC,19.88
http://www.wikidata.org/entity/Q103219,ITPND,46.019999999999996
http://www.wikidata.org/entity/Q103228,ITRPA,58.839999999999996
http://www.wikidata.org/entity/Q103239,ITSGT,91.77
http://www.wikidata.org/entity/Q103244,ITSMI,102.5
http://www.wikidata.org/entity/Q103253,ITCSU,16.79
http://www.wikidata.org/entity/Q103262,ITXSL,66.61999999999999
http://www.wikidata.org/entity/Q103270,ITSAH,38.04
http://www.wikidata.org/entity/Q103273,RUADH,33.0
http://www.wikidata.org/entity/Q103279,ITTTQ,43.28
http://www.wikidata.org/entity/Q103287,ITVEC,67.58
http://www.wikidata.org/entity/Q103297,ITOPI,26.849999999999998
http://www.wikidata.org/entity/Q103377,RUALV,26.0
http://www.wikidata.org/entity/Q103377,RUAAD,26.0
http://www.wikidata.org/entity/Q103402,ITAQF,9.549999999999999
http://www.wikidata.org/entity/Q103402,ITAQF,9.0
http://www.wikidata.org/entity/Q103406,RUSAK,22.0
http://www.wikidata.org/entity/Q103408,ITARO,14.29
http://www.wikidata.org/entity/Q103408,ITARO,14.0
http://www.wikidata.org/entity/Q103413,ITAGZ,13.549999999999999
http://www.wikidata.org/entity/Q103417,ITZKH,13.75
http://www.wikidata.org/entity/Q103427,RUALX,34.0
http://www.wikidata.org/entity/Q103440,ITBS5,21.02
http://www.wikidata.org/entity/Q103443,ITAML,10.57
http://www.wikidata.org/entity/Q103462,ITBAM,31.349999999999998
http://www.wikidata.org/entity/Q103465,ITGOL,109.21
http://www.wikidata.org/entity/Q103483,RUATK,114.97999999999999
http://www.wikidata.org/entity/Q103487,ITBBG,11.34
http://www.wikidata.org/entity/Q103493,RUAMU,145.0
http://www.wikidata.org/entity/Q103502,ITBAH,5.489999999999999
http://www.wikidata.org/entity/Q103504,ITBS2,9.42
http://www.wikidata.org/entity/Q103508,ITBED,26.439999999999998
http://www.wikidata.org/entity/Q103514,ITBER,4.59
http://www.wikidata.org/entity/Q103533,ITBZI,21.919999999999998
http://www.wikidata.org/entity/Q103538,ITIEN,30.54
http://www.wikidata.org/entity/Q103561,ITION,17.29
http://www.wikidata.org/entity/Q103565,RUAGK,294.0
http://www.wikidata.org/entity/Q103567,ITZDH,29.529999999999998
http://www.wikidata.org/entity/Q103572,ITBTL,8.42
http://www.wikidata.org/entity/Q103617,ITZDX,6.41
http://www.wikidata.org/entity/Q103630,ITNDC,8.379999999999999
http://www.wikidata.org/entity/Q103640,ITBXO,59.94
http://www.wikidata.org/entity/Q103693,ITCYO,17.31
http://www.wikidata.org/entity/Q103709,ITBCA,33.3
http://www.wikidata.org/entity/Q103714,ITCV7,11.74
http://www.wikidata.org/entity/Q103730,ITAVS,44.83
http://www.wikidata.org/entity/Q103768,ITCRL,13.969999999999999
http://www.wikidata.org/entity/Q103791,ITZFQ,13.0
http://www.wikidata.org/entity/Q103791,ITZFQ,10.6
http://www.wikidata.org/entity/Q103810,ITCRP,29.84
http://www.wikidata.org/entity/Q103813,ITCEG,9.209999999999999
http://www.wikidata.org/entity/Q103828,ITCME,7.529999999999999
http://www.wikidata.org/entity/Q103832,ITCCI,6.14
http://www.wikidata.org/entity/Q103837,ITCTD,26.2
http://www.wikidata.org/entity/Q103840,ITCTC,21.34
http://www.wikidata.org/entity/Q103847,ITZTO,13.629999999999999
http://www.wikidata.org/entity/Q103850,RUARS,90.74
http://www.wikidata.org/entity/Q103867,ITCZM,22.34
http://www.wikidata.org/entity/Q103883,ITCLK,6.55
http://www.wikidata.org/entity/Q103908,ITETO,32.3
http://www.wikidata.org/entity/Q103993,RUATM,506.0
http://www.wikidata.org/entity/Q103993,RUART,506.0
http://www.wikidata.org/entity/Q103999,ITCIH,37.96
http://www.wikidata.org/entity/Q104017,ITCCO,3.31
http://www.wikidata.org/entity/Q104046,ITZGJ,12.049999999999999
http://www.wikidata.org/entity/Q104050,ITCLL,5.27
http://www.wikidata.org/entity/Q104059,RUASB,107.0
http://www.wikidata.org/entity/Q104064,ITCGE,13.79
http://www.wikidata.org/entity/Q104074,ITZEX,19.08
http://www.wikidata.org/entity/Q104090,ITICF,13.969999999999999
http://www.wikidata.org/entity/Q104102,ITL2Z,12.299999999999999
http://www.wikidata.org/entity/Q104143,RUSAA,10.54
http://www.wikidata.org/entity/Q104201,RUABS,17.0
http://www.wikidata.org/entity/Q104232,RUACS,103.0
http://www.wikidata.org/entity/Q104565,ITDBT,36.07
http://www.wikidata.org/entity/Q104571,ITDEL,23.32
http://www.wikidata.org/entity/Q104577,ITDDG,59.26
http://www.wikidata.org/entity/Q104585,ITEDL,88.89999999999999
http://www.wikidata.org/entity/Q104590,ITESO,16.24
http://www.wikidata.org/entity/Q104595,ITESN,30.31
http://www.wikidata.org/entity/Q104598,ITFSE,16.02
http://www.wikidata.org/entity/Q104602,ITFEO,9.84
http://www.wikidata.org/entity/Q104616,ITGMB,31.59
http://www.wikidata.org/entity/Q104623,ITGAR,26.66
http://www.wikidata.org/entity/Q104628,ITGGO,76.75
http://www.wikidata.org/entity/Q104631,ITGVO,29.799999999999997
http://www.wikidata.org/entity/Q104635,ITGHI,60.0
http://www.wikidata.org/entity/Q104635,ITGHI,60.839999999999996
http://www.wikidata.org/entity/Q104643,ITGTL,29.279999999999998
http://www.wikidata.org/entity/Q104653,ITGSS,25.09
http://www.wikidata.org/entity/Q104845,ITIDO,22.89
http://www.wikidata.org/entity/Q104911,ITIEO,28.419999999999998
http://www.wikidata.org/entity/Q104920,ITBTS,15.33
http://www.wikidata.org/entity/Q104933,ITNEV,31.82
http://www.wikidata.org/entity/Q104963,ITENL,58.449999999999996
http://www.wikidata.org/entity/Q105018,ITLOG,12.43
http://www.wikidata.org/entity/Q105039,ITZMK,68.2
http://www.wikidata.org/entity/Q105045,ITGHN,3.4699999999999998
http://www.wikidata.org/entity/Q105070,ITLZN,31.72
http://www.wikidata.org/entity/Q105095,ITDIO,5.1
http://www.wikidata.org/entity/Q105110,ITMAI,11.53
http://www.wikidata.org/entity/Q105135,ITBR3,31.459999999999997
http://www.wikidata.org/entity/Q105142,ITMBR,36.629999999999995
http://www.wikidata.org/entity/Q105148,ITMRB,27.88
http://www.wikidata.org/entity/Q105155,ITMRH,22.74
http://www.wikidata.org/entity/Q105160,ITMMI,18.04
http://www.wikidata.org/entity/Q105168,ITANE,23.93
http://www.wikidata.org/entity/Q105176,ITZMU,15.729999999999999
http://www.wikidata.org/entity/Q105224,ITOGD,14.649999999999999
http://www.wikidata.org/entity/Q105239,ITAEM,12.61
http://www.wikidata.org/entity/Q105247,ITIMO,10.889999999999999
http://www.wikidata.org/entity/Q105256,ITMCH,81.66
http://www.wikidata.org/entity/Q105256,ITMCH,81.192
http://www.wikidata.org/entity/Q105263,ITMRO,10.0
http://www.wikidata.org/entity/Q105263,ITMRO,10.52
http://www.wikidata.org/entity/Q105295,ITMS5,10.08
http://www.wikidata.org/entity/Q105303,ITNAV,27.209999999999997
http://www.wikidata.org/entity/Q105325,ITNVE,7.449999999999999
http://www.wikidata.org/entity/Q105332,ITNVL,13.309999999999999
http://www.wikidata.org/entity/Q105337,ITODL,6.54
http://www.wikidata.org/entity/Q105367,ITZPG,23.029999999999998
http://www.wikidata.org/entity/Q105376,ITOME,9.85
http://www.wikidata.org/entity/Q105399,ITORZ,47.87
http://www.wikidata.org/entity/Q105407,ITOZV,9.94
http://www.wikidata.org/entity/Q105416,ITOSP,9.29
http://www.wikidata.org/entity/Q1055838,CABKS,18.59
http://www.wikidata.org/entity/Q1057202,ITPTD,7.2024
http://www.wikidata.org/entity/Q107338,ITLMP,20.2
http://www.wikidata.org/entity/Q107351,NOHFT,2692.5699999999997
http://www.wikidata.org/entity/Q1085950,USMJU,3.9101519999999996
http://www.wikidata.org/entity/Q1086351,USEBR,57.679035217182715
http://www.wikidata.org/entity/Q1108111,FRRUQ,16.259999999999998
http://www.wikidata.org/entity/Q111096,ITAJA,43.89
http://www.wikidata.org/entity/Q111100,ITBGP,26.939999999999998
http://www.wikidata.org/entity/Q111103,ITIOB,75.55
